cat_id,cat_parent,category,count_talent,timebank
82,11,All Other Services,1,84
83,11,For Sale,3,84
85,11,Free Stuff,5,84
84,11,Wanted,2,84
203,is_parent,NOLA TimeBank,133,nola
213,203,Clean-Up Brigades,12,84
206,203,Committees and Admin Work,9,84
204,203,"Events (potlucks, tableing, fundraisers, socials)",22,84
36,203,Help Our TimeBank!,45,84
233,203,I can bring food to NOLATB events,6,84
207,203,Partner Projects,12,84
238,203,Provide conference or event space,1,84
236,203,TimeBank Community Building Activities,6,84
205,203,Workshops & Trainings,20,84
6,is_parent,Recreation,130,nola
47,6,Books & Videos,31,84
48,6,Dancing,25,84
49,6,Events,22,84
50,6,Games,21,84
53,6,Miscellaneous,3,84
51,6,Sports,12,84
52,6,Travel,16,84
221,is_parent,Rentals / Lending,22,nola
229,221,Art Supply Rentals,2,84
230,221,Book / DVD lending,6,84
222,221,Event / Party Rentals,1,84
224,221,Home Equipment Lending,2,84
225,221,Kitchen Equipment Rentals,2,84
223,221,"Musical Intruments, video, PA rentals",3,84
228,221,Tool Rentals,4,84
227,221,Yard Care Equipment Rentals,2,84
243,is_parent,Tool Lending Library,0,nola
1,is_parent,Transportation,100,nola
234,1,Carpool,7,84
13,1,Local / Errands / Shopping,37,84
14,1,Long Distance,3,84
15,1,Medical,8,84
18,1,Miscellaneous,9,84
239,1,Ride to the polls to vote,8,84
16,1,Train / Bus / Airport,19,84
219,1,Truck / Van for Hauling (with or without driver),3,84
17,1,Worship,6,84
5,is_parent,Wellness,83,nola
40,5,Complementary Therapies,7,84
41,5,Counseling,10,84
42,5,Diet & Nutrition,22,84
43,5,Fitness & Exercise,23,84
231,5,Licensed Massage Therapist,3,84
44,5,Medical Services,1,84
46,5,Miscellaneous,2,84
45,5,Yoga / Meditation,15,84
8,is_parent,"Arts, Crafts & Music",3,norman
62,8,Crafts,1,85
65,8,Photo & Video,2,85
10,is_parent,Business Services,1,norman
78,10,Legal,1,85
4,is_parent,Community Activities,2,norman
33,4,Clean-up / Recycling,1,85
39,4,Miscellaneous,1,85
3,is_parent,Companionship,1,norman
31,3,Telephone Calls,1,85
7,is_parent,Education,1,norman
59,7,Tutoring / Mentoring,1,85
2,is_parent,Help At Home,7,norman
19,2,Child Care,1,85
20,2,Cooking & Sewing,1,85
22,2,Housekeeping / Chores,1,85
25,2,Miscellaneous,1,85
23,2,Pet Care,2,85
24,2,Respite Care,1,85
9,is_parent,Home,3,norman
71,9,Garden & Yard Work,2,85
72,9,Painting,1,85
11,is_parent,Misc. (Not Above),1,norman
85,11,Free Stuff,1,85
6,is_parent,Recreation,1,norman
51,6,Sports,1,85
1,is_parent,Transportation,3,norman
12,1,Errands / Shopping,1,85
13,1,Local,2,85
5,is_parent,Wellness,2,norman
42,5,Diet & Nutrition,1,85
43,5,Fitness & Exercise,1,85
8,is_parent,"Arts, Crafts & Music",0,ncc
10,is_parent,Business Services,0,ncc
4,is_parent,Community Activities,0,ncc
3,is_parent,Companionship,0,ncc
7,is_parent,Education,0,ncc
2,is_parent,Help At Home,0,ncc
9,is_parent,Home,0,ncc
11,is_parent,Misc. (Not Above),0,ncc
6,is_parent,Recreation,0,ncc
1,is_parent,Transportation,0,ncc
5,is_parent,Wellness,0,ncc
8,is_parent,"Arts, Crafts & Music",35,northwestnewjersey
61,8,Classes,7,87
62,8,Crafts,7,87
63,8,Entertainment,4,87
64,8,Lessons,8,87
67,8,Miscellaneous,2,87
65,8,Photo & Video,7,87
10,is_parent,Business Services,39,northwestnewjersey
75,10,Clerical,10,87
76,10,Computer Support,8,87
77,10,Financial,2,87
78,10,Legal,2,87
79,10,Marketing,8,87
81,10,Miscellaneous,4,87
80,10,Research,5,87
4,is_parent,Community Activities,138,northwestnewjersey
33,4,Clean-up / Recycling,20,87
34,4,Community Service,29,87
35,4,Fund-raising,12,87
86,4,Group Projects,8,87
36,4,Help Our TimeBank!,20,87
39,4,Miscellaneous,7,87
37,4,Special Projects,21,87
38,4,Work For Social Change,21,87
3,is_parent,Companionship,51,northwestnewjersey
26,3,Clubs,2,87
27,3,Dining Out,7,87
28,3,Email / IM,4,87
29,3,Home Visits,12,87
30,3,Medical Errands,12,87
32,3,Miscellaneous,5,87
31,3,Telephone Calls,9,87
7,is_parent,Education,59,northwestnewjersey
54,7,Advocacy,6,87
55,7,Classes / Workshops,17,87
56,7,Computers / Technology,6,87
57,7,Languages / Translation,7,87
60,7,Miscellaneous,2,87
58,7,Personal Finances,2,87
59,7,Tutoring / Mentoring,19,87
2,is_parent,Help At Home,74,northwestnewjersey
19,2,Child Care,11,87
20,2,Cooking & Sewing,23,87
21,2,Hair & Beauty,2,87
22,2,Housekeeping / Chores,10,87
25,2,Miscellaneous,2,87
23,2,Pet Care,19,87
24,2,Respite Care,7,87
9,is_parent,Home,53,northwestnewjersey
68,9,Car Care,3,87
69,9,Carpentry / Construction,4,87
70,9,Electrical,3,87
71,9,Garden & Yard Work,21,87
74,9,Miscellaneous,9,87
72,9,Painting,11,87
73,9,Plumbing,2,87
11,is_parent,Misc. (Not Above),9,northwestnewjersey
83,11,For Sale,2,87
85,11,Free Stuff,5,87
84,11,Wanted,2,87
6,is_parent,Recreation,42,northwestnewjersey
47,6,Books & Videos,9,87
48,6,Dancing,6,87
49,6,Events,13,87
50,6,Games,5,87
53,6,Miscellaneous,3,87
51,6,Sports,3,87
52,6,Travel,3,87
1,is_parent,Transportation,107,northwestnewjersey
12,1,Errands / Shopping,23,87
13,1,Local,39,87
14,1,Long Distance,6,87
15,1,Medical,12,87
18,1,Miscellaneous,6,87
16,1,Train / Bus / Airport,15,87
17,1,Worship,6,87
5,is_parent,Wellness,36,northwestnewjersey
40,5,Complementary Therapies,8,87
41,5,Counseling,7,87
42,5,Diet & Nutrition,4,87
43,5,Fitness & Exercise,6,87
44,5,Medical Services,2,87
46,5,Miscellaneous,2,87
45,5,Yoga / Meditation,7,87
8,is_parent,"Arts, Crafts & Music",37,oahu
61,8,Classes,8,88
62,8,Crafts,8,88
63,8,Entertainment,3,88
64,8,Lessons,12,88
65,8,Photo & Video,3,88
66,8,Theater,3,88
10,is_parent,Business Services,23,oahu
75,10,Clerical,5,88
76,10,Computer Support,6,88
77,10,Financial,1,88
79,10,Marketing,7,88
80,10,Research,4,88
4,is_parent,Community Activities,82,oahu
33,4,Clean-up / Recycling,12,88
34,4,Community Service,13,88
35,4,Fund-raising,8,88
36,4,Help Our TimeBank!,17,88
37,4,Special Projects,13,88
38,4,Work For Social Change,19,88
3,is_parent,Companionship,21,oahu
26,3,Clubs,4,88
27,3,Dining Out,3,88
28,3,Email / IM,5,88
29,3,Home Visits,5,88
31,3,Telephone Calls,4,88
7,is_parent,Education,41,oahu
54,7,Advocacy,5,88
55,7,Classes / Workshops,13,88
56,7,Computers / Technology,6,88
57,7,Languages / Translation,2,88
59,7,Tutoring / Mentoring,15,88
2,is_parent,Help At Home,22,oahu
19,2,Child Care,6,88
20,2,Cooking & Sewing,8,88
21,2,Hair & Beauty,1,88
23,2,Pet Care,6,88
24,2,Respite Care,1,88
9,is_parent,Home,14,oahu
69,9,Carpentry / Construction,1,88
70,9,Electrical,1,88
71,9,Garden & Yard Work,9,88
74,9,Miscellaneous,1,88
72,9,Painting,1,88
73,9,Plumbing,1,88
11,is_parent,Misc. (Not Above),0,oahu
6,is_parent,Recreation,29,oahu
47,6,Books & Videos,8,88
48,6,Dancing,4,88
49,6,Events,6,88
50,6,Games,3,88
51,6,Sports,4,88
52,6,Travel,4,88
1,is_parent,Transportation,31,oahu
12,1,Errands / Shopping,7,88
13,1,Local,12,88
14,1,Long Distance,2,88
15,1,Medical,2,88
16,1,Train / Bus / Airport,6,88
17,1,Worship,2,88
5,is_parent,Wellness,36,oahu
40,5,Complementary Therapies,8,88
41,5,Counseling,9,88
42,5,Diet & Nutrition,8,88
43,5,Fitness & Exercise,5,88
44,5,Medical Services,2,88
45,5,Yoga / Meditation,4,88
5,is_parent,Body/Wellness,29,ojai
40,5,Complementary Therapies,7,89
41,5,Counseling,3,89
42,5,Diet & Nutrition,3,89
43,5,Fitness & Exercise,2,89
124,5,Hair,1,89
89,5,Massage,5,89
44,5,Medical Services,2,89
46,5,Miscellaneous,1,89
126,5,Personal Training,1,89
45,5,Yoga / Meditation,4,89
10,is_parent,Business Services,6,ojai
81,10,Consulting,1,89
77,10,Financial,1,89
78,10,Legal,1,89
79,10,Marketing,2,89
80,10,Research,1,89
104,is_parent,Car,2,ojai
106,104,Car Wash,2,89
115,is_parent,Computer,4,ojai
118,115,Facebook,1,89
129,115,Graphic Design,2,89
117,115,Website Editing,1,89
7,is_parent,Education,10,ojai
54,7,Advocacy,1,89
55,7,Classes / Workshops,1,89
56,7,Computers / Technology,1,89
57,7,Languages / Translation,3,89
60,7,Miscellaneous,1,89
59,7,Tutoring K-12,3,89
2,is_parent,Help At Home,9,ojai
19,2,Child Care,3,89
22,2,Housekeeping,2,89
25,2,Miscellaneous,1,89
23,2,Pet Care,3,89
87,is_parent,Help Ojai Time Exchange!,1,ojai
88,87,OTX Design,1,89
9,is_parent,Home,5,ojai
74,9,Miscellaneous,3,89
71,9,Yard Work,2,89
98,is_parent,Kitchen,3,ojai
99,98,Baking,1,89
100,98,Catering,1,89
113,98,Cooking,1,89
119,is_parent,Media,2,ojai
120,119,Film/Video,1,89
121,119,Music/Recording,1,89
11,is_parent,Misc. (Not Above),0,ojai
102,is_parent,Outdoors,6,ojai
135,102,Bee Care,1,89
111,102,Harvesting,2,89
103,102,Permaculturist/Bioinensive,1,89
110,102,Planting,1,89
109,102,Weeding,1,89
8,is_parent,Social Activities,3,ojai
131,8,Environmental Healing,1,89
49,8,Events,1,89
65,8,Photo & Video,1,89
90,is_parent,Tradesman Skills,4,ojai
95,90,Carpenter,1,89
92,90,Electrical/Solar,1,89
96,90,Painter,1,89
133,90,Tree Care,1,89
1,is_parent,Transportation,13,ojai
13,1,Local,4,89
14,1,Long Distance,2,89
18,1,Miscellaneous,3,89
16,1,Train / Bus / Airport,4,89
8,is_parent,"Arts, Crafts & Music",75,orexchange
62,8,Crafts,16,90
63,8,Entertainment,5,90
64,8,Lessons,15,90
353,8,Lessons/Classes,7,90
375,8,Music,3,90
67,8,"Other Arts, Crafts & Music",12,90
382,8,Painting,4,90
65,8,Photo & Video,10,90
66,8,Theater,3,90
10,is_parent,Business Services,64,orexchange
379,10,Cleaning,3,90
75,10,Clerical,10,90
76,10,Computer Support,16,90
77,10,Financial,3,90
78,10,Legal,2,90
79,10,Marketing,7,90
81,10,Other Business Services,14,90
80,10,Research,9,90
4,is_parent,Community Activities,88,orexchange
33,4,Clean-up / Recycling,17,90
34,4,Community Service,17,90
340,4,Group Projects,6,90
339,4,Many Hands Project,11,90
39,4,Other Community Activities,7,90
37,4,Special Projects,14,90
38,4,Work For Social Change,16,90
3,is_parent,Companionship,43,orexchange
26,3,Clubs,2,90
27,3,Dining Out,4,90
28,3,Email / IM,4,90
29,3,Home Visits,12,90
30,3,Medical Errands,8,90
32,3,Other Companionship,7,90
31,3,Telephone Calls,6,90
7,is_parent,Education,89,orexchange
54,7,Advocacy,8,90
55,7,Classes / Workshops,12,90
56,7,Computers / Technology,11,90
57,7,Languages / Translation,9,90
60,7,Other Education,20,90
58,7,Personal Finances,4,90
59,7,Tutoring / Mentoring,25,90
345,is_parent,Elder Services,10,orexchange
348,345,"Companionship - reading, dining out",8,90
347,345,Help at Home,2,90
343,is_parent,For Youth/Children,33,orexchange
349,343,Child care,10,90
344,343,Children's activities,5,90
355,343,Crafts for Youth/Children,1,90
356,343,Lessons/Classes for Youth/Children,10,90
357,343,Mentoring/Tutoring for Youth/Children,3,90
374,343,Other Youth/Children,4,90
2,is_parent,Help At Home,70,orexchange
364,2,Cooking,11,90
20,2,Cooking & Sewing,13,90
21,2,Hair & Beauty,2,90
22,2,Housekeeping / Chores,9,90
25,2,Other Help at Home,13,90
23,2,Pet Care,16,90
24,2,Respite (for caregivers),3,90
365,2,Sewing,3,90
9,is_parent,Home,49,orexchange
363,9,Bicycle care,2,90
68,9,Car Care,2,90
69,9,Carpentry / Construction,6,90
70,9,Electrical,5,90
71,9,Garden & Yard Work,26,90
72,9,Painting,5,90
73,9,Plumbing,3,90
366,is_parent,ORE Timebank,60,orexchange
372,366,Board and Committees,3,90
373,366,Community Weaver Support,6,90
377,366,Events,3,90
378,366,Fundraising,8,90
370,366,Help our timebank,14,90
367,366,Office Staffing,7,90
381,366,Publicity,4,90
368,366,"Tabling (Farmers Market, etc.)",10,90
380,366,Timebanking Buddy,2,90
371,366,Tool Library,3,90
6,is_parent,Recreation,42,orexchange
47,6,Books & Videos,9,90
48,6,Dancing,5,90
49,6,Events,6,90
50,6,Games,4,90
53,6,Other Recreation,7,90
51,6,Sports,6,90
52,6,Travel,5,90
1,is_parent,Transportation,90,orexchange
12,1,Errands / Shopping,19,90
13,1,Local,34,90
14,1,Long Distance,4,90
15,1,Medical,9,90
18,1,Other Transportation,8,90
16,1,Train / Bus / Airport,11,90
17,1,Worship,5,90
5,is_parent,Wellness,60,orexchange
40,5,Complementary Therapies,14,90
41,5,Counseling,6,90
42,5,Diet & Nutrition,12,90
43,5,Fitness & Exercise,4,90
44,5,Medical Services,3,90
46,5,Other Wellness,14,90
45,5,Yoga / Meditation,7,90
82,is_parent,All Other Services,7,otaki
171,82,All Other Services,1,91
178,82,Miscellaneous,6,91
8,is_parent,"Arts, Crafts & Music",24,otaki
61,8,Classes,3,91
62,8,Crafts,8,91
63,8,Entertainment,1,91
64,8,Lessons,4,91
67,8,Miscellaneous,3,91
65,8,Photo & Video,4,91
66,8,Theater,1,91
10,is_parent,Business Services,18,otaki
75,10,Clerical,1,91
76,10,Computer Support,6,91
78,10,Legal,1,91
79,10,Marketing,1,91
81,10,Miscellaneous,6,91
80,10,Research,3,91
4,is_parent,Community Activities,27,otaki
33,4,Clean-up / Recycling,3,91
34,4,Community Service,4,91
35,4,Fund-raising,2,91
86,4,Group Projects,7,91
36,4,Help Our TimeBank!,4,91
39,4,Miscellaneous,1,91
37,4,Special Projects,4,91
38,4,Work For Social Change,2,91
3,is_parent,Companionship,11,otaki
28,3,Email / IM,1,91
29,3,Home Visits,3,91
30,3,Medical Errands,2,91
32,3,Miscellaneous,4,91
31,3,Telephone Calls,1,91
7,is_parent,Education,28,otaki
54,7,Advocacy,4,91
55,7,Classes / Workshops,4,91
56,7,Computers / Technology,8,91
57,7,Languages / Translation,1,91
60,7,Miscellaneous,5,91
59,7,Tutoring / Mentoring,6,91
83,is_parent,For Sale,5,otaki
172,83,For Sale,4,91
180,83,Miscellaneous,1,91
85,is_parent,Free Stuff,15,otaki
173,85,Free Stuff,13,91
181,85,Miscellaneous,2,91
188,is_parent,Garden,16,otaki
199,188,Compost & Soil boosters,2,91
197,188,General garden work,2,91
194,188,Organic Produce,3,91
195,188,Produce exchange,3,91
189,188,Pruning,1,91
196,188,Seed swap,4,91
192,188,Weeding,1,91
2,is_parent,Help At Home,35,otaki
19,2,Child Care,4,91
20,2,Cooking & Sewing,6,91
21,2,Hair & Beauty,1,91
22,2,Housekeeping / Chores,3,91
25,2,Miscellaneous,5,91
23,2,Pet Care,11,91
24,2,Respite Care,5,91
9,is_parent,Home,20,otaki
74,9,Miscellaneous,3,91
72,9,Painting,2,91
71,9,Yard Work,15,91
6,is_parent,Recreation,15,otaki
47,6,Books & Videos,5,91
48,6,Dancing,1,91
49,6,Events,4,91
50,6,Games,1,91
53,6,Miscellaneous,1,91
51,6,Sports,3,91
1,is_parent,Transportation,32,otaki
12,1,Errands / Shopping,3,91
13,1,Local,19,91
14,1,Long Distance,3,91
15,1,Medical,3,91
18,1,Miscellaneous,3,91
16,1,Train / Bus / Airport,1,91
84,is_parent,Wanted,1,otaki
179,84,Miscellaneous,1,91
5,is_parent,Wellness,12,otaki
40,5,Complementary Therapies,4,91
42,5,Diet & Nutrition,3,91
43,5,Fitness & Exercise,2,91
44,5,Medical Services,1,91
46,5,Miscellaneous,2,91
8,is_parent,"Arts, Crafts & Music",0,ourcommunity
10,is_parent,Business Services,0,ourcommunity
4,is_parent,Community Activities,3,ourcommunity
34,4,Community Service,1,92
35,4,Fund-raising,1,92
37,4,Special Projects,1,92
3,is_parent,Companionship,0,ourcommunity
7,is_parent,Education,1,ourcommunity
59,7,Tutoring / Mentoring,1,92
2,is_parent,Help At Home,0,ourcommunity
9,is_parent,Home,0,ourcommunity
11,is_parent,Misc. (Not Above),0,ourcommunity
6,is_parent,Recreation,0,ourcommunity
1,is_parent,Transportation,0,ourcommunity
5,is_parent,Wellness,2,ourcommunity
43,5,Fitness & Exercise,1,92
45,5,Yoga / Meditation,1,92
8,is_parent,"Arts, Crafts & Music",8,oscab
61,8,Classes,2,93
62,8,Crafts,4,93
67,8,Miscellaneous,1,93
65,8,Photo & Video,1,93
10,is_parent,Business Services,0,oscab
4,is_parent,Community Activities,8,oscab
34,4,Community Service,3,93
86,4,Group Projects,1,93
36,4,Help Our TimeBank!,2,93
37,4,Special Projects,1,93
38,4,Work For Social Change,1,93
3,is_parent,Companionship,3,oscab
26,3,Clubs,1,93
27,3,Dining Out,1,93
28,3,Email / IM,1,93
7,is_parent,Education,2,oscab
54,7,Advocacy,1,93
59,7,Tutoring / Mentoring,1,93
2,is_parent,Help At Home,7,oscab
19,2,Child Care,1,93
20,2,Cooking & Sewing,1,93
21,2,Hair & Beauty,3,93
22,2,Housekeeping / Chores,2,93
9,is_parent,Home,5,oscab
69,9,Carpentry / Construction,1,93
74,9,Miscellaneous,1,93
72,9,Painting,1,93
88,9,Simple home repairs,2,93
11,is_parent,Misc. (Not Above),0,oscab
6,is_parent,Recreation,0,oscab
1,is_parent,Transportation,0,oscab
5,is_parent,Wellness,4,oscab
40,5,Complementary Therapies,1,93
42,5,Diet & Nutrition,1,93
43,5,Fitness & Exercise,1,93
46,5,Miscellaneous,1,93
8,is_parent,"Arts, Crafts & Music",9,washingtoncountywi
61,8,Classes,1,94
62,8,Crafts,1,94
63,8,Entertainment,4,94
65,8,Photo & Video,1,94
66,8,Theater,2,94
10,is_parent,Business Services,8,washingtoncountywi
75,10,Clerical,1,94
76,10,Computer Support,2,94
78,10,Legal,1,94
79,10,Marketing,1,94
81,10,Miscellaneous,1,94
80,10,Research,2,94
4,is_parent,Community Activities,23,washingtoncountywi
33,4,Clean-up / Recycling,5,94
34,4,Community Service,2,94
35,4,Fund-raising,2,94
86,4,Group Projects,3,94
36,4,Help Our TimeBank!,7,94
39,4,Miscellaneous,1,94
37,4,Special Projects,2,94
38,4,Work For Social Change,1,94
3,is_parent,Companionship,19,washingtoncountywi
26,3,Clubs,1,94
27,3,Dining Out,4,94
28,3,Email / IM,1,94
29,3,Home Visits,5,94
30,3,Medical Errands,3,94
32,3,Miscellaneous,4,94
31,3,Telephone Calls,1,94
7,is_parent,Education,5,washingtoncountywi
54,7,Advocacy,2,94
56,7,Computers / Technology,1,94
60,7,Miscellaneous,1,94
59,7,Tutoring / Mentoring,1,94
2,is_parent,Help At Home,14,washingtoncountywi
20,2,Cooking & Sewing,4,94
21,2,Hair & Beauty,1,94
22,2,Housekeeping / Chores,4,94
25,2,Miscellaneous,2,94
23,2,Pet Care,1,94
24,2,Respite Care,2,94
9,is_parent,Home,3,washingtoncountywi
70,9,Electrical,1,94
71,9,Garden & Yard Work,1,94
74,9,Miscellaneous,1,94
11,is_parent,Misc. (Not Above),2,washingtoncountywi
82,11,All Other Services,1,94
84,11,Wanted,1,94
6,is_parent,Recreation,9,washingtoncountywi
49,6,Events,1,94
50,6,Games,2,94
53,6,Miscellaneous,3,94
51,6,Sports,3,94
1,is_parent,Transportation,19,washingtoncountywi
12,1,Errands / Shopping,5,94
13,1,Local,5,94
14,1,Long Distance,1,94
15,1,Medical,3,94
18,1,Miscellaneous,3,94
16,1,Train / Bus / Airport,1,94
17,1,Worship,1,94
5,is_parent,Wellness,4,washingtoncountywi
43,5,Fitness & Exercise,2,94
46,5,Miscellaneous,2,94
10,is_parent,Business Services,20,ay4wardbank
97,10,Beta Testers for Other Products,2,95
95,10,Beta Testers for Software,1,95
93,10,Beta Testers for Tech Products,1,95
75,10,Clerical and Admin work,1,95
76,10,Computer Support,1,95
87,10,Consulting,3,95
79,10,Marketing,3,95
81,10,Miscellaneous,2,95
80,10,Research,2,95
88,10,"Start-Up Board Member, Advisor",4,95
4,is_parent,Community Activities,2,ay4wardbank
35,4,Fund-raising,1,95
37,4,Special Projects,1,95
7,is_parent,Education,5,ay4wardbank
55,7,Classes / Workshops,1,95
56,7,Computers / Technology,1,95
60,7,Miscellaneous,1,95
89,7,Six Sigma,2,95
9,is_parent,Home,0,ay4wardbank
11,is_parent,Misc. (Not Above),0,ay4wardbank
6,is_parent,Recreation,1,ay4wardbank
49,6,Events,1,95
1,is_parent,Transportation,0,ay4wardbank
5,is_parent,Wellness,1,ay4wardbank
43,5,Fitness & Exercise,1,95
8,is_parent,"Arts, Crafts & Music",92,atb
61,8,Classes,13,96
62,8,Crafts,27,96
63,8,Entertainment,9,96
64,8,Lessons,17,96
67,8,Miscellaneous,13,96
65,8,Photo & Video,7,96
66,8,Theater,6,96
10,is_parent,Business Services,79,atb
75,10,Clerical,17,96
76,10,Computer Support,16,96
77,10,Financial,13,96
78,10,Legal,3,96
79,10,Marketing,9,96
81,10,Miscellaneous,12,96
80,10,Research,9,96
4,is_parent,Community Activities,201,atb
33,4,Clean-up / Recycling,28,96
34,4,Community Service,35,96
35,4,Fund-raising,16,96
86,4,Group Projects,19,96
36,4,Help Our TimeBank!,28,96
39,4,Miscellaneous,19,96
37,4,Special Projects,25,96
38,4,Work For Social Change,31,96
3,is_parent,Companionship,85,atb
26,3,Clubs,8,96
27,3,Dining Out,21,96
28,3,Email / IM,10,96
29,3,Home Visits,25,96
32,3,Miscellaneous,10,96
31,3,Telephone Calls,11,96
7,is_parent,Education,111,atb
54,7,Advocacy,11,96
55,7,Classes / Workshops,23,96
56,7,Computers / Technology,16,96
57,7,Languages / Translation,7,96
60,7,Miscellaneous,8,96
58,7,Personal Finances,17,96
59,7,Tutoring / Mentoring,29,96
2,is_parent,Help At Home,165,atb
19,2,Child Care,17,96
88,2,Cooking,23,96
21,2,Hair & Beauty,4,96
22,2,Housekeeping / Chores,22,96
25,2,Miscellaneous,12,96
91,2,Organizing,20,96
23,2,Pet Care,37,96
24,2,Respite Care,9,96
20,2,Sewing,21,96
9,is_parent,Home,72,atb
68,9,Car Care,4,96
69,9,Carpentry / Construction,7,96
70,9,Electrical,3,96
71,9,Garden & Yard Work,25,96
74,9,Miscellaneous,11,96
90,9,Moving,7,96
72,9,Painting,13,96
73,9,Plumbing,2,96
11,is_parent,Misc. (Not Above),59,atb
82,11,All Other Services,10,96
83,11,For Sale,14,96
85,11,Free Stuff,28,96
84,11,Wanted,7,96
6,is_parent,Recreation,95,atb
47,6,Books & Videos,19,96
48,6,Dancing,9,96
49,6,Events,22,96
50,6,Games,14,96
53,6,Miscellaneous,9,96
51,6,Sports,8,96
52,6,Travel,14,96
1,is_parent,Transportation,111,atb
12,1,Errands / Shopping,23,96
13,1,Local,43,96
14,1,Long Distance,3,96
15,1,Medical,16,96
18,1,Miscellaneous,7,96
16,1,Train / Bus / Airport,13,96
17,1,Worship,6,96
5,is_parent,Wellness,91,atb
40,5,Complementary Therapies,14,96
41,5,Counseling,12,96
42,5,Diet & Nutrition,15,96
43,5,Fitness & Exercise,15,96
93,5,Life Coaching,7,96
44,5,Medical Services,4,96
46,5,Miscellaneous,10,96
45,5,Yoga / Meditation,14,96
8,is_parent,"Arts, Crafts & Music",8,orirua
62,8,Crafts,2,97
63,8,Entertainment,3,97
64,8,Lessons,1,97
67,8,Miscellaneous,1,97
65,8,Photo & Video,1,97
10,is_parent,Business Services,6,orirua
75,10,Clerical,1,97
76,10,Computer Support,2,97
77,10,Financial,1,97
81,10,Miscellaneous,1,97
80,10,Research,1,97
4,is_parent,Community Activities,28,orirua
33,4,Clean-up / Recycling,2,97
34,4,Community Service,6,97
35,4,Fund-raising,1,97
86,4,Group Projects,3,97
36,4,Help Our TimeBank!,6,97
39,4,Miscellaneous,3,97
37,4,Special Projects,3,97
38,4,Work For Social Change,4,97
3,is_parent,Companionship,21,orirua
26,3,Clubs,3,97
27,3,Dining Out,3,97
28,3,Email / IM,4,97
29,3,Home Visits,4,97
32,3,Miscellaneous,2,97
31,3,Telephone Calls,5,97
7,is_parent,Education,14,orirua
54,7,Advocacy,3,97
55,7,Classes / Workshops,1,97
57,7,Languages / Translation,1,97
60,7,Miscellaneous,2,97
58,7,Personal Finances,1,97
59,7,Tutoring / Mentoring,6,97
2,is_parent,Help At Home,11,orirua
19,2,Child Care,3,97
20,2,Cooking & Sewing,1,97
22,2,Housekeeping / Chores,3,97
25,2,Miscellaneous,1,97
23,2,Pet Care,3,97
9,is_parent,Home,8,orirua
68,9,Car Care,2,97
71,9,Garden & Yard Work,3,97
74,9,Miscellaneous,2,97
72,9,Painting,1,97
11,is_parent,Misc. (Not Above),4,orirua
82,11,All Other Services,1,97
83,11,For Sale,1,97
85,11,Free Stuff,2,97
6,is_parent,Recreation,22,orirua
47,6,Books & Videos,4,97
48,6,Dancing,3,97
49,6,Events,3,97
50,6,Games,2,97
53,6,Miscellaneous,4,97
51,6,Sports,2,97
52,6,Travel,4,97
1,is_parent,Transportation,14,orirua
12,1,Errands / Shopping,6,97
13,1,Local,5,97
18,1,Miscellaneous,1,97
16,1,Train / Bus / Airport,2,97
5,is_parent,Wellness,11,orirua
40,5,Complementary Therapies,1,97
41,5,Counseling,2,97
42,5,Diet & Nutrition,1,97
43,5,Fitness & Exercise,3,97
46,5,Miscellaneous,3,97
45,5,Yoga / Meditation,1,97
8,is_parent,"Arts, Crafts & Music",0,ridestl
10,is_parent,Business Services,0,ridestl
4,is_parent,Community Activities,0,ridestl
3,is_parent,Companionship,0,ridestl
7,is_parent,Education,0,ridestl
2,is_parent,Help At Home,0,ridestl
9,is_parent,Home,0,ridestl
11,is_parent,Misc. (Not Above),0,ridestl
6,is_parent,Recreation,0,ridestl
1,is_parent,Transportation,0,ridestl
5,is_parent,Wellness,0,ridestl
8,is_parent,"Arts, Crafts & Music",23,rojectbunbury
61,8,Classes,5,99
62,8,Crafts,7,99
63,8,Entertainment,1,99
64,8,Lessons,7,99
67,8,Miscellaneous,1,99
65,8,Photo & Video,2,99
10,is_parent,Business Services,23,rojectbunbury
75,10,Clerical,9,99
76,10,Computer Support,3,99
77,10,Financial,3,99
79,10,Marketing,2,99
81,10,Miscellaneous,2,99
80,10,Research,4,99
4,is_parent,Community Activities,97,rojectbunbury
33,4,Clean-up / Recycling,17,99
34,4,Community Service,14,99
35,4,Fund-raising,13,99
86,4,Group Projects,2,99
36,4,Help Our TimeBank!,18,99
39,4,Miscellaneous,3,99
37,4,Special Projects,16,99
38,4,Work For Social Change,14,99
3,is_parent,Companionship,62,rojectbunbury
26,3,Clubs,4,99
27,3,Dining Out,13,99
28,3,Email / IM,6,99
29,3,Home Visits,16,99
30,3,Medical Errands,10,99
32,3,Miscellaneous,3,99
31,3,Telephone Calls,10,99
7,is_parent,Education,47,rojectbunbury
54,7,Advocacy,7,99
55,7,Classes / Workshops,16,99
56,7,Computers / Technology,7,99
57,7,Languages / Translation,2,99
60,7,Miscellaneous,3,99
58,7,Personal Finances,2,99
59,7,Tutoring / Mentoring,10,99
2,is_parent,Help At Home,73,rojectbunbury
19,2,Child Care,16,99
20,2,Cooking & Sewing,22,99
21,2,Hair & Beauty,3,99
22,2,Housekeeping / Chores,8,99
25,2,Miscellaneous,3,99
23,2,Pet Care,18,99
24,2,Respite Care,3,99
9,is_parent,Home,37,rojectbunbury
68,9,Car Care,2,99
