cat_id,cat_parent,category,count_talent,timebank
8,is_parent,"Arts, Crafts & Music",46,addington
61,8,Classes,8,addington
62,8,Crafts,19,addington
63,8,Entertainment,5,addington
64,8,Lessons,4,addington
67,8,Miscellaneous,2,addington
65,8,Photo & Video,7,addington
66,8,Theater,1,addington
10,is_parent,Business Services,79,addington
75,10,Clerical,14,addington
76,10,Computer Support,18,addington
77,10,Financial,4,addington
79,10,Marketing,7,addington
81,10,Miscellaneous,9,addington
174,10,Proof Reading,17,addington
80,10,Research,10,addington
4,is_parent,Community Activities,150,addington
33,4,Clean-up / Recycling,19,addington
34,4,Community Service,22,addington
175,4,Events,11,addington
35,4,Fund-raising,13,addington
86,4,Group Projects,15,addington
36,4,Help Our TimeBank!,19,addington
39,4,Miscellaneous,10,addington
37,4,Special Projects,18,addington
38,4,Work For Social Change,23,addington
3,is_parent,Companionship,72,addington
26,3,Clubs,5,addington
27,3,Dining Out,6,addington
28,3,Email / IM,14,addington
29,3,Home Visits,16,addington
30,3,Medical Errands,6,addington
32,3,Miscellaneous,10,addington
31,3,Telephone Calls,15,addington
7,is_parent,Education,85,addington
54,7,Advocacy,5,addington
55,7,Classes / Workshops,15,addington
56,7,Computers / Technology,20,addington
57,7,Languages / Translation,8,addington
60,7,Miscellaneous,8,addington
58,7,Personal Finances,9,addington
59,7,Tutoring / Mentoring,20,addington
2,is_parent,Help At Home,95,addington
19,2,Child Care,12,addington
20,2,Cooking & Baking,26,addington
21,2,Hair & Beauty,2,addington
22,2,Housekeeping / Chores,13,addington
25,2,Miscellaneous,12,addington
23,2,Pet Care,18,addington
24,2,Respite Care,4,addington
173,2,Sewing,8,addington
9,is_parent,Home,53,addington
68,9,Car Care,2,addington
69,9,Carpentry / Construction,4,addington
70,9,Electrical,3,addington
71,9,Garden & Yard Work,25,addington
74,9,Miscellaneous,11,addington
72,9,Painting,7,addington
73,9,Plumbing,1,addington
11,is_parent,Misc. (Not Above),41,addington
82,11,All Other Services,5,addington
83,11,For Sale,7,addington
85,11,Free Stuff,17,addington
172,11,Miscellaneous,8,addington
84,11,Wanted,4,addington
6,is_parent,Recreation,57,addington
47,6,Books & Videos,14,addington
48,6,Dancing,7,addington
49,6,Events,10,addington
50,6,Games,5,addington
53,6,Miscellaneous,7,addington
51,6,Sports,9,addington
52,6,Travel,5,addington
1,is_parent,Transportation,45,addington
12,1,Errands / Shopping,13,addington
13,1,Local,15,addington
14,1,Long Distance,2,addington
15,1,Medical,4,addington
18,1,Miscellaneous,3,addington
16,1,Train / Bus / Airport,6,addington
17,1,Worship,2,addington
5,is_parent,Wellness,48,addington
40,5,Complementary Therapies,13,addington
41,5,Counseling,4,addington
42,5,Diet & Nutrition,9,addington
43,5,Fitness & Exercise,6,addington
44,5,Medical Services,2,addington
46,5,Miscellaneous,8,addington
45,5,Yoga / Meditation,6,addington
8,is_parent,"Arts, Crafts & Music",10,aha
61,8,Classes,3,aha
62,8,Crafts,2,aha
64,8,Lessons,3,aha
67,8,Miscellaneous,2,aha
10,is_parent,Business Services,7,aha
76,10,Computer Support,3,aha
79,10,Marketing,2,aha
81,10,Miscellaneous,2,aha
4,is_parent,Community Activities,1,aha
36,4,Help Our TimeBank!,1,aha
7,is_parent,Education,8,aha
55,7,Classes / Workshops,4,aha
60,7,Miscellaneous,1,aha
59,7,Tutoring / Mentoring,3,aha
157,is_parent,Gardens,8,aha
158,157,CSA,1,aha
159,157,Hight Tunnels,1,aha
160,157,Home Yard or Garden,3,aha
161,157,Peoples Garden Projects,3,aha
2,is_parent,Help At Home,15,aha
19,2,Child Care,3,aha
172,2,Cooking,2,aha
21,2,Hair & Beauty,1,aha
22,2,Housekeeping / Chores,2,aha
25,2,Miscellaneous,3,aha
23,2,Pet Care,1,aha
24,2,Respite Care,3,aha
9,is_parent,Home,2,aha
69,9,Carpentry / Construction,1,aha
72,9,Painting,1,aha
11,is_parent,Misc. (Not Above),0,aha
6,is_parent,Recreation,2,aha
53,6,Miscellaneous,1,aha
52,6,Travel,1,aha
163,is_parent,Sharing Resoures,8,aha
165,163,Garden Tools,1,aha
166,163,Kitchen Equipment,1,aha
168,163,Miscellaneous,4,aha
167,163,Sporting Equipment,2,aha
154,is_parent,Transportation,2,aha
155,154,Auto,2,aha
5,is_parent,Wellness,7,aha
41,5,Counseling,1,aha
46,5,Miscellaneous,6,aha
8,is_parent,"Arts, Crafts & Music",0,alticultura
10,is_parent,Business Services,0,alticultura
4,is_parent,Community Activities,1,alticultura
38,4,Work For Social Change,1,alticultura
3,is_parent,Companionship,0,alticultura
7,is_parent,Education,2,alticultura
54,7,Advocacy,1,alticultura
57,7,Languages / Translation,1,alticultura
2,is_parent,Help At Home,1,alticultura
23,2,Pet Care,1,alticultura
9,is_parent,Home,2,alticultura
74,9,Miscellaneous,1,alticultura
72,9,Painting,1,alticultura
11,is_parent,Misc. (Not Above),0,alticultura
6,is_parent,Recreation,0,alticultura
1,is_parent,Transportation,0,alticultura
5,is_parent,Wellness,1,alticultura
46,5,Miscellaneous,1,alticultura
8,is_parent,"Arts, Crafts & Music",4,andersoncommunity
62,8,Crafts,3,andersoncommunity
64,8,Lessons,1,andersoncommunity
10,is_parent,Business Services,8,andersoncommunity
75,10,Clerical,3,andersoncommunity
76,10,Computer Support,1,andersoncommunity
79,10,Marketing,2,andersoncommunity
81,10,Miscellaneous,1,andersoncommunity
80,10,Research,1,andersoncommunity
4,is_parent,Community Activities,6,andersoncommunity
33,4,Clean-up / Recycling,1,andersoncommunity
34,4,Community Service,1,andersoncommunity
35,4,Fund-raising,1,andersoncommunity
86,4,Group Projects,1,andersoncommunity
36,4,Help Our TimeBank!,1,andersoncommunity
37,4,Special Projects,1,andersoncommunity
3,is_parent,Companionship,3,andersoncommunity
28,3,Email / IM,1,andersoncommunity
32,3,Miscellaneous,1,andersoncommunity
31,3,Telephone Calls,1,andersoncommunity
7,is_parent,Education,4,andersoncommunity
54,7,Advocacy,1,andersoncommunity
55,7,Classes / Workshops,1,andersoncommunity
56,7,Computers / Technology,1,andersoncommunity
60,7,Miscellaneous,1,andersoncommunity
2,is_parent,Help At Home,6,andersoncommunity
20,2,Cooking & Sewing,3,andersoncommunity
22,2,Housekeeping / Chores,1,andersoncommunity
25,2,Miscellaneous,1,andersoncommunity
23,2,Pet Care,1,andersoncommunity
9,is_parent,Home,2,andersoncommunity
71,9,Garden & Yard Work,2,andersoncommunity
11,is_parent,Misc. (Not Above),1,andersoncommunity
83,11,For Sale,1,andersoncommunity
6,is_parent,Recreation,2,andersoncommunity
47,6,Books & Videos,2,andersoncommunity
1,is_parent,Transportation,4,andersoncommunity
12,1,Errands / Shopping,2,andersoncommunity
14,1,Long Distance,1,andersoncommunity
15,1,Medical,1,andersoncommunity
5,is_parent,Wellness,0,andersoncommunity
8,is_parent,"Arts, Crafts & Music",0,ate
10,is_parent,Business Services,3,ate
75,10,Clerical,1,ate
76,10,Computer Support,1,ate
81,10,Miscellaneous,1,ate
4,is_parent,Community Activities,0,ate
7,is_parent,Education,1,ate
56,7,Computers / Technology,1,ate
2,is_parent,Help At Home,2,ate
22,2,Housekeeping / Chores,1,ate
24,2,Respite Care,1,ate
11,is_parent,Misc. (Not Above),0,ate
6,is_parent,Recreation,0,ate
1,is_parent,Transportation,1,ate
12,1,Errands / Shopping,1,ate
5,is_parent,Wellness,3,ate
40,5,Complementary Therapies,1,ate
45,5,Yoga / Meditation,2,ate
8,is_parent,"Arts, Crafts & Music",0,avl
10,is_parent,Business Services,0,avl
4,is_parent,Community Activities,0,avl
3,is_parent,Companionship,0,avl
7,is_parent,Education,0,avl
2,is_parent,Help At Home,0,avl
9,is_parent,Home,0,avl
11,is_parent,Misc. (Not Above),0,avl
6,is_parent,Recreation,0,avl
1,is_parent,Transportation,0,avl
5,is_parent,Wellness,0,avl
8,is_parent,"Arts, Crafts & Music",52,atx
61,8,Classes,5,atx
62,8,Crafts,11,atx
63,8,Entertainment,2,atx
64,8,Lessons,14,atx
67,8,Miscellaneous,11,atx
65,8,Photo & Video,9,atx
10,is_parent,Business Services,23,atx
75,10,Clerical,6,atx
76,10,Computer Support,6,atx
77,10,Financial,1,atx
79,10,Marketing,4,atx
81,10,Miscellaneous,5,atx
80,10,Research,1,atx
4,is_parent,Community Activities,38,atx
33,4,Clean-up / Recycling,8,atx
34,4,Community Service,8,atx
35,4,Fund-raising,3,atx
86,4,Group Projects,1,atx
36,4,Help Our TimeBank!,3,atx
39,4,Miscellaneous,5,atx
37,4,Special Projects,3,atx
38,4,Work For Social Change,7,atx
3,is_parent,Companionship,18,atx
26,3,Clubs,2,atx
27,3,Dining Out,2,atx
28,3,Email / IM,2,atx
29,3,Home Visits,3,atx
30,3,Medical Errands,2,atx
32,3,Miscellaneous,5,atx
31,3,Telephone Calls,2,atx
7,is_parent,Education,41,atx
54,7,Advocacy,2,atx
55,7,Classes / Workshops,7,atx
56,7,Computers / Technology,7,atx
57,7,Languages / Translation,7,atx
60,7,Miscellaneous,6,atx
59,7,Tutoring / Mentoring,12,atx
2,is_parent,Help At Home,59,atx
19,2,Child Care,7,atx
20,2,Cooking & Sewing,18,atx
21,2,Hair & Beauty,3,atx
22,2,Housekeeping / Chores,10,atx
25,2,Miscellaneous,8,atx
23,2,Pet Care,10,atx
24,2,Respite Care,3,atx
9,is_parent,Home,47,atx
68,9,Car Care,1,atx
69,9,Carpentry / Construction,6,atx
70,9,Electrical,2,atx
71,9,Garden & Yard Work,14,atx
74,9,Miscellaneous,14,atx
72,9,Painting,8,atx
73,9,Plumbing,2,atx
11,is_parent,Misc. (Not Above),12,atx
82,11,All Other Services,7,atx
85,11,Free Stuff,1,atx
171,11,Miscellaneous,4,atx
6,is_parent,Recreation,32,atx
47,6,Books & Videos,6,atx
48,6,Dancing,1,atx
49,6,Events,4,atx
50,6,Games,3,atx
53,6,Miscellaneous,8,atx
51,6,Sports,6,atx
52,6,Travel,4,atx
1,is_parent,Transportation,41,atx
12,1,Errands / Shopping,10,atx
13,1,Local,17,atx
14,1,Long Distance,6,atx
15,1,Medical,3,atx
18,1,Miscellaneous,2,atx
16,1,Train / Bus / Airport,3,atx
5,is_parent,Wellness,28,atx
40,5,Complementary Therapies,3,atx
41,5,Counseling,6,atx
42,5,Diet & Nutrition,4,atx
43,5,Fitness & Exercise,7,atx
46,5,Miscellaneous,4,atx
45,5,Yoga / Meditation,4,atx
2,is_parent,Aide a la Maison,1,labodunautilus
23,2,Garde d'animaux,1,labodunautilus
8,is_parent,"Arts, Travaux manuels & Musique",0,labodunautilus
11,is_parent,Autres,0,labodunautilus
5,is_parent,Bien-être,0,labodunautilus
10,is_parent,Business Services,0,labodunautilus
4,is_parent,Community Activities,0,labodunautilus
3,is_parent,Companionship,0,labodunautilus
7,is_parent,Education,1,labodunautilus
56,7,Computers / Technology,1,labodunautilus
9,is_parent,Maison,6,labodunautilus
69,9,Charpente / Construction,1,labodunautilus
74,9,Divers,1,labodunautilus
70,9,Electricité,1,labodunautilus
71,9,Jardin et paysage,1,labodunautilus
68,9,Mécanique automobile,1,labodunautilus
73,9,Plomberie et chauffage,1,labodunautilus
6,is_parent,Recreation,2,labodunautilus
51,6,Sports,1,labodunautilus
52,6,Travel,1,labodunautilus
1,is_parent,Transportation,2,labodunautilus
13,1,Local,1,labodunautilus
14,1,Long Distance,1,labodunautilus
8,is_parent,"Arts, Crafts & Music",14,blackhills
61,8,Classes,3,blackhills
62,8,Crafts,4,blackhills
63,8,Entertainment,1,blackhills
64,8,Lessons,3,blackhills
65,8,Photo & Video,1,blackhills
66,8,Theater,2,blackhills
10,is_parent,Business Services,22,blackhills
75,10,Clerical,5,blackhills
76,10,Computer Support,3,blackhills
77,10,Financial,1,blackhills
79,10,Marketing,5,blackhills
81,10,Miscellaneous,4,blackhills
80,10,Research,4,blackhills
4,is_parent,Community Activities,34,blackhills
33,4,Clean-up / Recycling,4,blackhills
34,4,Community Service,4,blackhills
35,4,Fund-raising,4,blackhills
86,4,Group Projects,5,blackhills
36,4,Help Our TimeBank!,6,blackhills
39,4,Miscellaneous,3,blackhills
37,4,Special Projects,4,blackhills
38,4,Work For Social Change,4,blackhills
3,is_parent,Companionship,17,blackhills
26,3,Clubs,3,blackhills
27,3,Dining Out,1,blackhills
28,3,Email / IM,2,blackhills
29,3,Home Visits,4,blackhills
30,3,Medical Errands,2,blackhills
32,3,Miscellaneous,1,blackhills
31,3,Telephone Calls,4,blackhills
7,is_parent,Education,16,blackhills
54,7,Advocacy,3,blackhills
55,7,Classes / Workshops,4,blackhills
56,7,Computers / Technology,3,blackhills
57,7,Languages / Translation,1,blackhills
60,7,Miscellaneous,1,blackhills
58,7,Personal Finances,1,blackhills
59,7,Tutoring / Mentoring,3,blackhills
2,is_parent,Help At Home,19,blackhills
19,2,Child Care,3,blackhills
20,2,Cooking & Sewing,3,blackhills
21,2,Hair & Beauty,1,blackhills
22,2,Housekeeping / Chores,3,blackhills
25,2,Miscellaneous,4,blackhills
23,2,Pet Care,3,blackhills
24,2,Respite Care,2,blackhills
9,is_parent,Home,8,blackhills
71,9,Garden & Yard Work,5,blackhills
74,9,Miscellaneous,2,blackhills
72,9,Painting,1,blackhills
11,is_parent,Misc. (Not Above),4,blackhills
82,11,All Other Services,1,blackhills
83,11,For Sale,1,blackhills
85,11,Free Stuff,1,blackhills
84,11,Wanted,1,blackhills
6,is_parent,Recreation,13,blackhills
47,6,Books & Videos,2,blackhills
48,6,Dancing,1,blackhills
49,6,Events,5,blackhills
50,6,Games,2,blackhills
51,6,Sports,1,blackhills
52,6,Travel,2,blackhills
1,is_parent,Transportation,22,blackhills
12,1,Errands / Shopping,7,blackhills
13,1,Local,3,blackhills
14,1,Long Distance,2,blackhills
15,1,Medical,3,blackhills
18,1,Miscellaneous,1,blackhills
16,1,Train / Bus / Airport,3,blackhills
17,1,Worship,3,blackhills
5,is_parent,Wellness,11,blackhills
40,5,Complementary Therapies,2,blackhills
41,5,Counseling,3,blackhills
42,5,Diet & Nutrition,2,blackhills
43,5,Fitness & Exercise,1,blackhills
46,5,Miscellaneous,1,blackhills
45,5,Yoga / Meditation,2,blackhills
8,is_parent,Arts,41,ujimaboston
112,8,Art,5,ujimaboston
62,8,Crafts,10,ujimaboston
92,8,Fiber Arts,3,ujimaboston
64,8,Lessons,6,ujimaboston
67,8,Miscellaneous,5,ujimaboston
95,8,Music,3,ujimaboston
97,8,Performance,1,ujimaboston
65,8,Photo & Video,6,ujimaboston
66,8,Theater,2,ujimaboston
4,is_parent,Community Activities,19,ujimaboston
34,4,Community Service,11,ujimaboston
36,4,Help Our TimeBank!,6,ujimaboston
39,4,Miscellaneous,2,ujimaboston
2,is_parent,Help At Home,102,ujimaboston
19,2,Child Care,10,ujimaboston
20,2,Cooking,13,ujimaboston
118,2,Design and decorating,7,ujimaboston
21,2,Hair & Beauty,2,ujimaboston
120,2,House Sitting,10,ujimaboston
22,2,Housekeeping / Chores,11,ujimaboston
117,2,Meal planning,5,ujimaboston
25,2,Miscellaneous,6,ujimaboston
115,2,Moving / Hauling,9,ujimaboston
114,2,Organization,12,ujimaboston
90,2,Personal Care Assistance,2,ujimaboston
23,2,Pet Care,11,ujimaboston
24,2,Respite Care,2,ujimaboston
113,2,Sewing,2,ujimaboston
9,is_parent,Home/Car/Bike Maintenance,25,ujimaboston
89,9,Bike Maintenance/Repair,2,ujimaboston
68,9,Car Care,1,ujimaboston
69,9,Carpentry / Construction,2,ujimaboston
71,9,Garden & Yard Work,9,ujimaboston
74,9,Miscellaneous,6,ujimaboston
72,9,Painting,5,ujimaboston
10,is_parent,Services,50,ujimaboston
75,10,Clerical,6,ujimaboston
76,10,Computer Support,12,ujimaboston
98,10,Event planning,8,ujimaboston
77,10,Financial,2,ujimaboston
99,10,Fundraising,2,ujimaboston
121,10,Jewelry repair,1,ujimaboston
79,10,Marketing,1,ujimaboston
81,10,Miscellaneous,4,ujimaboston
119,10,Writing / Editing,14,ujimaboston
7,is_parent,Teaching/Learning,59,ujimaboston
55,7,Classes / Workshops,15,ujimaboston
56,7,Computers / Technology,13,ujimaboston
57,7,Languages / Translation,6,ujimaboston
60,7,Miscellaneous,7,ujimaboston
58,7,Personal Finances,5,ujimaboston
59,7,Tutoring / Mentoring,13,ujimaboston
1,is_parent,Transportation,39,ujimaboston
12,1,Errands / Shopping,10,ujimaboston
13,1,Local,8,ujimaboston
15,1,Medical,7,ujimaboston
18,1,Miscellaneous,5,ujimaboston
16,1,Train / Bus / Airport,5,ujimaboston
17,1,Worship,4,ujimaboston
5,is_parent,Wellness,13,ujimaboston
40,5,Complementary Therapies,4,ujimaboston
41,5,Counseling,1,ujimaboston
42,5,Diet & Nutrition,1,ujimaboston
43,5,Fitness & Exercise,2,ujimaboston
46,5,Miscellaneous,4,ujimaboston
45,5,Yoga / Meditation,1,ujimaboston
8,is_parent,"Arts, Crafts & Music",93,brattleboro
61,8,Classes,15,brattleboro
62,8,Crafts,28,brattleboro
63,8,Entertainment,9,brattleboro
64,8,Lessons,16,brattleboro
67,8,Miscellaneous,15,brattleboro
65,8,Photo & Video,10,brattleboro
10,is_parent,Business Services,106,brattleboro
228,10,Career Assistance,4,brattleboro
75,10,Clerical,10,brattleboro
76,10,Computer Support,13,brattleboro
77,10,Financial,2,brattleboro
347,10,Graphic Design,6,brattleboro
78,10,Legal,2,brattleboro
79,10,Marketing,9,brattleboro
81,10,Miscellaneous,19,brattleboro
80,10,Research,11,brattleboro
213,10,Writing and editing,30,brattleboro
4,is_parent,Community Activities,153,brattleboro
33,4,Clean-up / Recycling,13,brattleboro
210,4,Co-op Hours,17,brattleboro
34,4,Community Service,29,brattleboro
35,4,Fund-raising,10,brattleboro
247,4,Group Projects,5,brattleboro
199,4,Home Energy Challenge,4,brattleboro
39,4,Miscellaneous,16,brattleboro
214,4,Senior Center,12,brattleboro
37,4,Special Projects,23,brattleboro
38,4,Work For Social Change,24,brattleboro
3,is_parent,Companionship,65,brattleboro
27,3,Dining Out,15,brattleboro
29,3,Home Visits,19,brattleboro
32,3,Miscellaneous,15,brattleboro
31,3,Telephone Calls,16,brattleboro
7,is_parent,Education,85,brattleboro
54,7,Advocacy,9,brattleboro
55,7,Classes / Workshops,17,brattleboro
56,7,Computers / Technology,12,brattleboro
57,7,Languages / Translation,14,brattleboro
60,7,Miscellaneous,4,brattleboro
59,7,Tutoring / Mentoring,29,brattleboro
2,is_parent,Help At Home,160,brattleboro
19,2,Child Care,18,brattleboro
20,2,Cooking ,38,brattleboro
21,2,Hair & Beauty,2,brattleboro
22,2,Housekeeping / Chores,22,brattleboro
25,2,Miscellaneous,25,brattleboro
23,2,Pet Care,35,brattleboro
24,2,Respite Care,9,brattleboro
212,2,Sewing,11,brattleboro
36,is_parent,Help Our Time Bank,129,brattleboro
350,36,Board of Directors work,1,brattleboro
349,36,BTT Garden,5,brattleboro
232,36,Buddy Help,9,brattleboro
219,36,Committee and coordinator work,8,brattleboro
352,36,Event Help & Planning,4,brattleboro
217,36,Gift bags,9,brattleboro
348,36,Grant writing,1,brattleboro
351,36,Marketing / Publishing / Graphic Design,3,brattleboro
218,36,Miscellaneous,15,brattleboro
216,36,Office staff,26,brattleboro
229,36,Orientations,5,brattleboro
215,36,Potluck and event food,36,brattleboro
346,36,Tabling and Recruiting,7,brattleboro
9,is_parent,Home,147,brattleboro
220,9,Bike repair,4,brattleboro
68,9,Car Care,4,brattleboro
69,9,Carpentry / Construction,13,brattleboro
209,9,Computer & Tech Help,9,brattleboro
70,9,Electrical,4,brattleboro
71,9,"Garden, Yard, and Farm Work",51,brattleboro
74,9,Miscellaneous,23,brattleboro
72,9,Painting,14,brattleboro
73,9,Plumbing,3,brattleboro
211,9,Snow Removal,9,brattleboro
206,9,Wood Stacking & Manual Labor ,13,brattleboro
11,is_parent,Misc. (Not Above),56,brattleboro
82,11,All Other Services,10,brattleboro
83,11,For Sale,10,brattleboro
85,11,Free Stuff,31,brattleboro
84,11,Wanted,5,brattleboro
6,is_parent,Recreation,61,brattleboro
47,6,Books & Videos,14,brattleboro
48,6,Dancing,12,brattleboro
49,6,Events,11,brattleboro
53,6,Miscellaneous,8,brattleboro
51,6,Sports & Games,10,brattleboro
52,6,Travel,6,brattleboro
1,is_parent,Transportation,158,brattleboro
12,1,Errands / Shopping,32,brattleboro
13,1,Local Rides,64,brattleboro
14,1,Long Distance Rides,12,brattleboro
15,1,Medical Rides,15,brattleboro
18,1,Miscellaneous,9,brattleboro
208,1,"Moving, Hauling",13,brattleboro
16,1,Train / Bus / Airport Rides,13,brattleboro
5,is_parent,Wellness,77,brattleboro
40,5,Complementary Therapies,14,brattleboro
41,5,Counseling,11,brattleboro
42,5,Diet & Nutrition,14,brattleboro
43,5,Fitness & Exercise,12,brattleboro
44,5,Medical Services,2,brattleboro
46,5,Miscellaneous,14,brattleboro
45,5,Yoga / Meditation,10,brattleboro
8,is_parent,"Arts, Crafts & Music",41,bridge2rocks
61,8,Classes,4,bridge2rocks
62,8,Crafts,13,bridge2rocks
63,8,Entertainment,2,bridge2rocks
64,8,Lessons,8,bridge2rocks
67,8,Miscellaneous,3,bridge2rocks
65,8,Photo & Video,8,bridge2rocks
66,8,Theater,3,bridge2rocks
10,is_parent,Business Services,47,bridge2rocks
75,10,Clerical,6,bridge2rocks
76,10,Computer Support,13,bridge2rocks
77,10,Financial,2,bridge2rocks
79,10,Marketing,7,bridge2rocks
81,10,Miscellaneous,7,bridge2rocks
80,10,Research,12,bridge2rocks
4,is_parent,Community Activities,128,bridge2rocks
33,4,Clean-up / Recycling,24,bridge2rocks
34,4,Community Service,21,bridge2rocks
35,4,Fund-raising,12,bridge2rocks
154,4,Group Projects,11,bridge2rocks
36,4,Help Our TimeBank!,18,bridge2rocks
39,4,Miscellaneous,4,bridge2rocks
37,4,Special Projects,21,bridge2rocks
38,4,Work For Social Change,17,bridge2rocks
3,is_parent,Companionship,48,bridge2rocks
26,3,Clubs,3,bridge2rocks
27,3,Dining Out,5,bridge2rocks
28,3,Email / IM,9,bridge2rocks
29,3,Home Visits,14,bridge2rocks
30,3,Medical Errands,9,bridge2rocks
32,3,Miscellaneous,2,bridge2rocks
31,3,Telephone Calls,6,bridge2rocks
7,is_parent,Education,86,bridge2rocks
54,7,Advocacy,7,bridge2rocks
55,7,Classes / Workshops,19,bridge2rocks
56,7,Computers / Technology,14,bridge2rocks
57,7,Languages / Translation,10,bridge2rocks
60,7,Miscellaneous,8,bridge2rocks
58,7,Personal Finances,3,bridge2rocks
59,7,Tutoring / Mentoring,25,bridge2rocks
2,is_parent,Help At Home,79,bridge2rocks
19,2,Child Care,13,bridge2rocks
20,2,Cooking,17,bridge2rocks
21,2,Hair & Beauty,4,bridge2rocks
22,2,Housekeeping / Chores,9,bridge2rocks
25,2,Miscellaneous,6,bridge2rocks
23,2,Pet Care,19,bridge2rocks
24,2,Respite Care,4,bridge2rocks
153,2,Sewing,7,bridge2rocks
9,is_parent,Home,49,bridge2rocks
69,9,Carpentry / Construction,5,bridge2rocks
70,9,Electrical,1,bridge2rocks
71,9,Gardening,24,bridge2rocks
74,9,Miscellaneous,8,bridge2rocks
72,9,Painting,11,bridge2rocks
11,is_parent,Misc. (Not Above),20,bridge2rocks
82,11,All Other Services,5,bridge2rocks
83,11,For Sale,1,bridge2rocks
85,11,Free Stuff,12,bridge2rocks
84,11,Wanted,2,bridge2rocks
6,is_parent,Recreation,53,bridge2rocks
47,6,Books & Videos,10,bridge2rocks
48,6,Dancing,3,bridge2rocks
49,6,Events,10,bridge2rocks
50,6,Games,5,bridge2rocks
155,6,Local Knowledge,3,bridge2rocks
53,6,Miscellaneous,4,bridge2rocks
51,6,Sports,9,bridge2rocks
52,6,Travel,9,bridge2rocks
1,is_parent,Transportation,52,bridge2rocks
12,1,Errands / Shopping,20,bridge2rocks
13,1,Local,19,bridge2rocks
15,1,Medical,7,bridge2rocks
18,1,Miscellaneous,1,bridge2rocks
16,1,Train / Bus / Airport,4,bridge2rocks
17,1,Worship,1,bridge2rocks
5,is_parent,Wellness,43,bridge2rocks
40,5,Complementary Therapies,9,bridge2rocks
41,5,Counseling,4,bridge2rocks
42,5,Diet & Nutrition,7,bridge2rocks
43,5,Fitness & Exercise,11,bridge2rocks
46,5,Miscellaneous,7,bridge2rocks
45,5,Yoga / Meditation,5,bridge2rocks
8,is_parent,"Arts, Crafts & Music",81,capeann
61,8,Classes,11,capeann
62,8,Crafts,22,capeann
63,8,Entertainment,5,capeann
64,8,Lessons,16,capeann
67,8,Miscellaneous,17,capeann
102,8,Music,4,capeann
65,8,Photo & Video,5,capeann
66,8,Theater,1,capeann
10,is_parent,Business Services,60,capeann
75,10,Clerical,8,capeann
76,10,Computer Support,8,capeann
77,10,Financial,3,capeann
79,10,Marketing,9,capeann
81,10,Miscellaneous,21,capeann
80,10,Research,11,capeann
4,is_parent,Community Fund Activities,55,capeann
33,4,Clean-up / Recycling,7,capeann
34,4,Community Service,10,capeann
108,4,Elder Care Services,3,capeann
35,4,Fund-raising,5,capeann
86,4,Group Projects,10,capeann
39,4,Miscellaneous,8,capeann
37,4,Special Projects,5,capeann
38,4,Work For Social Change,7,capeann
3,is_parent,Companionship,57,capeann
26,3,Clubs,3,capeann
27,3,Dining Out,9,capeann
28,3,Email / IM,5,capeann
29,3,Home Visits,11,capeann
30,3,Medical Errands,7,capeann
32,3,Miscellaneous,17,capeann
31,3,Telephone Calls,5,capeann
7,is_parent,Education,71,capeann
54,7,Advocacy,3,capeann
55,7,Classes / Workshops,17,capeann
56,7,Computers / Technology,8,capeann
57,7,Languages / Translation,8,capeann
60,7,Miscellaneous,8,capeann
58,7,Personal Finances,4,capeann
59,7,Tutoring / Mentoring,23,capeann
2,is_parent,Help At Home,96,capeann
19,2,Child Care,10,capeann
20,2,Cooking & Sewing,27,capeann
21,2,Hair & Beauty,2,capeann
22,2,Housekeeping / Chores,9,capeann
25,2,Miscellaneous,19,capeann
23,2,Pet Care,24,capeann
24,2,Respite Care,5,capeann
91,is_parent,Help Our TimeBank!,29,capeann
110,91,Event Support,1,capeann
94,91,Host an event,3,capeann
98,91,Inreach,5,capeann
93,91,Leadership Team Meeting- attended,5,capeann
95,91,"Leadership Team Support (minutes, committee, special tasks)",1,capeann
97,91,Outreach,4,capeann
92,91,Staff Table at Farmers Market,10,capeann
9,is_parent,Home,58,capeann
69,9,Carpentry / Construction,6,capeann
71,9,Garden & Yard Work,24,capeann
74,9,Miscellaneous,21,capeann
72,9,Painting,7,capeann
11,is_parent,Misc. (Not Above),47,capeann
82,11,All Other Services,15,capeann
83,11,For Sale,14,capeann
85,11,Free Stuff,14,capeann
84,11,Wanted,4,capeann
6,is_parent,Recreation,65,capeann
47,6,Books & Videos,12,capeann
48,6,Dancing,7,capeann
49,6,Events,11,capeann
50,6,Games,9,capeann
53,6,Miscellaneous,11,capeann
51,6,Sports,5,capeann
52,6,Travel,10,capeann
1,is_parent,Transportation,100,capeann
12,1,Errands / Shopping,17,capeann
13,1,Local,40,capeann
14,1,Long Distance,2,capeann
15,1,Medical,13,capeann
18,1,Miscellaneous,10,capeann
16,1,Train / Bus / Airport,13,capeann
17,1,Worship,5,capeann
5,is_parent,Wellness,73,capeann
40,5,Complementary Therapies,15,capeann
41,5,Counseling,11,capeann
42,5,Diet & Nutrition,12,capeann
43,5,Fitness & Exercise,7,capeann
44,5,Medical Services,5,capeann
46,5,Miscellaneous,13,capeann
45,5,Yoga / Meditation,10,capeann
8,is_parent,"Arts, Crafts & Music",10,care
62,8,Crafts,2,care
63,8,Entertainment,2,care
64,8,Lessons,1,care
67,8,Miscellaneous,5,care
10,is_parent,Business Services,11,care
75,10,Clerical,3,care
76,10,Computer Support,1,care
77,10,Financial,1,care
