timebank,sponsor,phone,url_2,facebook,twitter,mission_word_count,mission_sentiment,notes_word_count,notes_sentiment,avg_daily_exchanges,avg_daily_hours,hours_per_exchange,avg_offers,avg_requests,offer_request_ratio,members_starting,members_daily_new,facebook_likes,facebook_followers,twitter_tweets,twitter_following,twitter_followers,categories_total,categories_parent,categories_with_offers,categories_with_requests,talent_per_cat_per_member
fairbanks,1.0,1.0,0.0,0.0,0.0,7.0,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,0.0,0.029411764705882353,0.5636363636363637
farnorth,1.0,1.0,1.0,0.0,0.0,35.0,0.7717,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.027548209366391185
farmster,1.0,1.0,1.0,0.0,0.0,35.0,0.7783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
flourish,1.0,1.0,1.0,0.0,0.0,50.0,0.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frederick,0.0,1.0,0.0,1.0,0.0,54.0,0.9719,0.0,0.0,0.05263157894736842,0.10526315789473684,2.0,46.0,49.0,0.9387755102040817,91.0,0.0,70.0,72.0,0.0,0.0,0.0,83.0,11.0,0.2891566265060241,0.10843373493975904,0.5844155844155844
ghoodcalgary,0.0,1.0,1.0,1.0,1.0,21.0,0.7645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,7.0,1.0,22.0,12.0,0.0,0.0,0.07777777777777778
karma,1.0,1.0,1.0,0.0,0.0,3.0,-0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.5454545454545454
globetable,0.0,1.0,0.0,0.0,0.0,15.0,0.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
goodneighborstb,1.0,1.0,1.0,1.0,0.0,48.0,0.9231,0.0,0.0,0.05263157894736842,0.07894736842105263,1.5,13.026315789473685,3.1052631578947367,4.194915254237289,24.0,0.07894736842105263,134.0,138.0,0.0,0.0,0.0,72.0,11.0,0.2222222222222222,0.06944444444444445,0.7207653457653458
scgm,1.0,1.0,1.0,0.0,0.0,13.0,0.7269,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greatbay,0.0,1.0,0.0,0.0,0.0,19.0,0.8779,0.0,0.0,0.10526315789473684,0.21052631578947367,2.0,34.86842105263158,37.0,0.942389758179232,52.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,71.0,11.0,0.29577464788732394,0.07042253521126761,0.3382194728348574
gct,0.0,1.0,0.0,0.0,0.0,25.0,0.8402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
