timebank,sponsor,phone,url_2,facebook,twitter,mission_word_count,mission_sentiment,notes_word_count,notes_sentiment,avg_daily_exchanges,avg_daily_hours,hours_per_exchange,avg_offers,avg_requests,offer_request_ratio,members_starting,members_daily_new,facebook_likes,facebook_followers,twitter_tweets,twitter_following,twitter_followers,categories_total,categories_parent,categories_with_offers,categories_with_requests,talent_per_cat_per_member
sebastopolarea,1.0,1.0,1.0,1.0,0.0,28.0,0.9062,0.0,0.0,3.7857142857142856,6.5,1.7169811320754718,125.86666666666666,130.8,0.9622833843017328,217.0,0.07142857142857142,80.0,84.0,0.0,0.0,0.0,132.0,15.0,0.2196969696969697,0.14393939393939395,0.45826932923707114
sobrantepark,0.0,1.0,0.0,0.0,0.0,18.0,0.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springhillfl,0.0,1.0,0.0,0.0,0.0,29.0,0.8519,0.0,0.0,3.142857142857143,7.142857142857143,2.272727272727273,16.0,8.533333333333333,1.875,23.0,0.5,0.0,0.0,0.0,0.0,0.0,78.0,11.0,0.24358974358974358,0.08974358974358974,0.4822134387351779
spurt,0.0,1.0,0.0,0.0,0.0,45.0,0.8885,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.23076923076923078,0.020202020202020204
stpete,0.0,1.0,0.0,1.0,0.0,22.0,0.6486,0.0,0.0,11.0,24.928571428571427,2.266233766233766,181.06666666666666,210.8,0.8589500316255534,166.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,92.0,12.0,0.391304347826087,0.33695652173913043,0.7484939759036144
startribehours,0.0,1.0,1.0,1.0,1.0,143.0,0.9839,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.25,126.0,0.0,37.0,38.0,6.0,104.0,30.0,81.0,10.0,0.08641975308641975,0.0,0.35238095238095235
swel,1.0,1.0,0.0,1.0,0.0,65.0,0.9595,0.0,0.0,0.21428571428571427,0.2857142857142857,1.3333333333333333,105.46666666666667,94.06666666666666,1.1211906449326718,51.0,0.0,184.0,179.0,0.0,0.0,0.0,66.0,11.0,0.25757575757575757,0.15151515151515152,0.3297682709447415
takomatime,0.0,1.0,1.0,1.0,1.0,125.0,0.9022,0.0,0.0,0.0,0.0,0.0,15.6,9.0,1.7333333333333334,28.0,0.0,81.0,81.0,1.0,0.0,0.0,40.0,11.0,0.325,0.075,0.1396103896103896
taneycounty,0.0,1.0,0.0,1.0,0.0,52.0,0.9485,0.0,0.0,0.0,0.0,0.0,16.866666666666667,15.933333333333334,1.0585774058577406,12.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,0.3684210526315789,0.2631578947368421,0.23484848484848486
taranaki,1.0,1.0,0.0,1.0,0.0,115.0,0.9872,0.0,0.0,2.642857142857143,5.357142857142857,2.0270270270270268,64.0,61.86666666666667,1.0344827586206897,292.0,0.35714285714285715,911.0,912.0,0.0,0.0,0.0,82.0,12.0,0.3048780487804878,0.18292682926829268,0.3860159817351598
thecommunityproject,0.0,1.0,0.0,0.0,0.0,13.0,0.7184,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,2.0,0.5666666666666667,19.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,51.0,11.0,0.058823529411764705,0.0196078431372549,0.32599681020733656
huttsouth,1.0,1.0,0.0,1.0,1.0,6.0,0.6369,0.0,0.0,1.3571428571428572,3.642857142857143,2.6842105263157894,43.13333333333333,35.06666666666667,1.230038022813688,266.0,0.14285714285714285,425.0,424.0,18.0,21.0,5.0,85.0,11.0,0.3176470588235294,0.17647058823529413,0.32387787650945543
lyttelton,0.0,1.0,0.0,1.0,0.0,8.0,0.296,0.0,0.0,0.6428571428571429,0.9285714285714286,1.4444444444444444,15.466666666666667,27.066666666666666,0.5714285714285714,860.0,0.07142857142857142,760.0,750.0,0.0,0.0,0.0,85.0,11.0,0.16470588235294117,0.15294117647058825,0.12675123326286117
sanctuaryseniorvillage,0.0,1.0,0.0,0.0,0.0,55.0,0.8934,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.08333333333333333,0.0,0.00909090909090909
tierrasanta,1.0,1.0,1.0,0.0,0.0,19.0,0.2732,40.0,0.5106,0.0,0.0,0.0,161.0,160.53333333333333,1.002906976744186,65.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,0.40540540540540543,0.17567567567567569,0.3076923076923077
galesburgil,0.0,1.0,0.0,0.0,0.0,58.0,0.9552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
westmilford,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.0,0.057971014492753624,0.0,0.13875598086124402
stannsbay,1.0,1.0,0.0,0.0,0.0,38.0,0.8779,0.0,0.0,2.2142857142857144,4.0,1.8064516129032258,86.33333333333333,85.06666666666666,1.0148902821316614,119.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,11.0,0.38571428571428573,0.15714285714285714,0.21212121212121215
kaikoura,1.0,1.0,0.0,0.0,0.0,46.0,0.7003,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,12.0,0.0,0.024691358024691357,0.90625
mainetime,1.0,1.0,1.0,1.0,1.0,24.0,0.8225,0.0,0.0,0.6428571428571429,1.6428571428571428,2.5555555555555554,79.6,83.86666666666666,0.9491255961844197,176.0,0.07142857142857142,493.0,480.0,62.0,116.0,162.0,94.0,11.0,0.24468085106382978,0.22340425531914893,0.5771005509641873
newzealand,1.0,1.0,1.0,1.0,0.0,37.0,0.7506,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,24.0,0.0,531.0,536.0,0.0,0.0,0.0,13.0,11.0,0.23076923076923078,0.3076923076923077,0.007575757575757576
tbfredericton,0.0,1.0,0.0,1.0,0.0,35.0,0.5859,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79.0,0.0,156.0,156.0,0.0,0.0,0.0,63.0,11.0,0.031746031746031744,0.0,0.1806674338319908
tbhawaii,1.0,1.0,0.0,0.0,0.0,20.0,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
hurunui,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.7857142857142857,1.4285714285714286,1.8181818181818183,19.066666666666666,16.466666666666665,1.1578947368421053,340.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,15.0,0.1826086956521739,0.09565217391304348,0.394718954248366
mcs1stopindy,0.0,1.0,1.0,1.0,1.0,44.0,0.9538,0.0,0.0,0.0,0.0,0.0,31.0,32.0,0.96875,165.0,0.6428571428571429,134.0,133.0,140.0,722.0,166.0,115.0,14.0,0.19130434782608696,0.08695652173913043,0.42034632034632036
manawatu,0.0,1.0,1.0,0.0,0.0,28.0,0.9118,0.0,0.0,0.07142857142857142,0.21428571428571427,3.0,40.13333333333333,46.4,0.8649425287356322,87.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,12.0,0.30434782608695654,0.1956521739130435,0.5733716475095786
media,1.0,1.0,0.0,1.0,1.0,24.0,0.3612,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.1111111111111112,349.0,0.0,582.0,566.0,442.0,127.0,258.0,92.0,14.0,0.07608695652173914,0.0,0.1641424478100696
nb,0.0,1.0,0.0,1.0,1.0,35.0,0.5859,0.0,0.0,0.9285714285714286,3.2857142857142856,3.5384615384615383,53.53333333333333,55.733333333333334,0.9605263157894737,9.0,0.0,254.0,253.0,51.0,0.0,20.0,70.0,12.0,0.3142857142857143,0.24285714285714285,1.0919753086419752
raglan,1.0,1.0,1.0,1.0,0.0,101.0,0.9917,0.0,0.0,1.3571428571428572,2.4285714285714284,1.789473684210526,37.333333333333336,30.133333333333333,1.2389380530973453,114.0,0.21428571428571427,496.0,501.0,0.0,0.0,0.0,81.0,11.0,0.2222222222222222,0.06172839506172839,0.3659223817118554
upperhutt,0.0,1.0,1.0,1.0,1.0,50.0,0.9042,0.0,0.0,0.42857142857142855,1.1428571428571428,2.6666666666666665,27.0,24.2,1.115702479338843,73.0,0.21428571428571427,0.0,0.0,3.0,48.0,11.0,83.0,11.0,0.21686746987951808,0.0963855421686747,0.5840597758405978
waimakariri,0.0,1.0,0.0,1.0,0.0,15.0,0.8658,0.0,0.0,0.0,0.0,0.0,7.066666666666666,6.533333333333333,1.0816326530612246,23.0,0.0,155.0,162.0,0.0,0.0,0.0,72.0,11.0,0.1111111111111111,0.08333333333333333,0.5578392621870882
tb13069,0.0,1.0,0.0,0.0,0.0,20.0,0.6486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
tops,0.0,1.0,1.0,1.0,0.0,44.0,0.9638,8.0,0.0,0.8571428571428571,2.7142857142857144,3.166666666666667,29.0,23.0,1.2608695652173914,184.0,0.0,217.0,205.0,0.0,0.0,0.0,88.0,13.0,0.14772727272727273,0.03409090909090909,0.32817725752508364
korea,1.0,1.0,1.0,0.0,0.0,19.0,0.7351,0.0,0.0,10.0,35.214285714285715,3.5214285714285714,1.0,1.0,1.0,655.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,72.0,11.0,0.0,0.05555555555555555,0.01179736294240111
tlv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timeforall,0.0,0.0,1.0,0.0,0.0,25.0,0.9062,0.0,0.0,0.07142857142857142,0.07142857142857142,1.0,23.0,29.0,0.7931034482758621,133.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,77.0,13.0,0.07792207792207792,0.14285714285714285,0.1978021978021978
timetradersnorth,0.0,1.0,0.0,1.0,0.0,25.0,0.7096,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,11.0,0.04938271604938271,0.04938271604938271,0.20712277413308341
togetherwecan,1.0,1.0,0.0,0.0,0.0,88.0,0.926,0.0,0.0,0.0,0.0,0.0,3.8666666666666667,6.0,0.6444444444444445,52.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,69.0,11.0,0.07246376811594203,0.057971014492753624,0.24452214452214455
tullyarea,0.0,1.0,0.0,0.0,0.0,72.0,0.9723,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,11.0,0.11392405063291139,0.0,0.541019955654102
ubuntu,0.0,1.0,0.0,0.0,0.0,51.0,0.8957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
udc,0.0,1.0,0.0,0.0,0.0,26.0,0.5411,0.0,0.0,2.2142857142857144,8.642857142857142,3.9032258064516125,5.6,2.6,2.1538461538461537,329.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,97.0,12.0,0.08247422680412371,0.0,0.14224924012158055
unityexchange,1.0,1.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.6842105263157895,94.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,0.14864864864864866,0.22972972972972974,0.2601547388781431
uva,1.0,1.0,0.0,0.0,0.0,42.0,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
villagece,0.0,1.0,1.0,0.0,0.0,23.0,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waikato,1.0,1.0,0.0,1.0,0.0,15.0,0.4215,0.0,0.0,0.0,0.0,0.0,12.0,10.133333333333333,1.1842105263157896,245.0,0.0,345.0,359.0,0.0,0.0,0.0,86.0,11.0,0.10465116279069768,0.05813953488372093,0.4456400742115028
wairarapa,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,2.0,67.0,66.0,1.0151515151515151,62.0,0.0,203.0,198.0,0.0,0.0,0.0,76.0,11.0,0.39473684210526316,0.17105263157894737,0.3064516129032258
waitaki,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,44.0,0.0,487.0,491.0,0.0,0.0,0.0,61.0,11.0,0.0,0.0,0.34710743801652894
wanaka,0.0,1.0,0.0,0.0,0.0,19.0,0.5994,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,0.056338028169014086,0.0,0.25289256198347104
wellingtonsouth,0.0,1.0,1.0,1.0,1.0,8.0,0.5106,0.0,0.0,0.9285714285714286,2.2857142857142856,2.4615384615384612,78.4,110.66666666666667,0.708433734939759,594.0,0.14285714285714285,1605.0,1584.0,644.0,589.0,598.0,88.0,11.0,0.32954545454545453,0.32954545454545453,0.3013161922252831
westprairievillage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.4,0.5882352941176471,17.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,0.03389830508474576,0.01694915254237288,0.48128342245989303
westseattle,0.0,1.0,1.0,1.0,1.0,13.0,0.7003,0.0,0.0,4.071428571428571,12.0,2.947368421052632,58.0,78.4,0.7397959183673469,405.0,0.35714285714285715,326.0,325.0,934.0,74.0,98.0,85.0,11.0,0.36470588235294116,0.29411764705882354,0.3378526000748223
wncw,0.0,1.0,0.0,0.0,0.0,38.0,0.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.16666666666666669
wecompassionatecommunity,1.0,1.0,0.0,0.0,0.0,12.0,0.3384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
york,0.0,1.0,1.0,0.0,1.0,31.0,0.8126,0.0,0.0,0.0,0.0,0.0,10.0,9.133333333333333,1.094890510948905,151.0,0.0,0.0,0.0,180.0,178.0,78.0,192.0,13.0,0.046875,0.026041666666666668,0.31686194600101886
