cat_id,cat_parent,category,count_talent,timebank,timestamp
19,2,Child Care,2,goodneighborstb,2019-01-23 09:56:15
20,2,Cooking,7,goodneighborstb,2019-01-23 09:56:15
21,2,Hair & Beauty,2,goodneighborstb,2019-01-23 09:56:15
22,2,Housekeeping / Chores,3,goodneighborstb,2019-01-23 09:56:15
23,2,Pet Care,3,goodneighborstb,2019-01-23 09:56:15
24,2,Respite Care,1,goodneighborstb,2019-01-23 09:56:15
87,2,Sewing,2,goodneighborstb,2019-01-23 09:56:15
9,is_parent,Home,7,goodneighborstb,2019-01-23 09:56:15
68,9,Car Care,1,goodneighborstb,2019-01-23 09:56:15
69,9,Carpentry / Construction,1,goodneighborstb,2019-01-23 09:56:15
71,9,Garden & Yard Work,2,goodneighborstb,2019-01-23 09:56:15
72,9,Painting,3,goodneighborstb,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),3,goodneighborstb,2019-01-23 09:56:15
82,11,All Other Services,1,goodneighborstb,2019-01-23 09:56:15
83,11,For Sale,1,goodneighborstb,2019-01-23 09:56:15
85,11,Free Stuff,1,goodneighborstb,2019-01-23 09:56:15
6,is_parent,Recreation,20,goodneighborstb,2019-01-23 09:56:15
47,6,Books & Videos,5,goodneighborstb,2019-01-23 09:56:15
49,6,Events,7,goodneighborstb,2019-01-23 09:56:15
50,6,Games,4,goodneighborstb,2019-01-23 09:56:15
53,6,Miscellaneous,2,goodneighborstb,2019-01-23 09:56:15
51,6,Sports,1,goodneighborstb,2019-01-23 09:56:15
52,6,Travel,1,goodneighborstb,2019-01-23 09:56:15
1,is_parent,Transportation,15,goodneighborstb,2019-01-23 09:56:15
12,1,Errands / Shopping,5,goodneighborstb,2019-01-23 09:56:15
13,1,Local,3,goodneighborstb,2019-01-23 09:56:15
18,1,Miscellaneous,2,goodneighborstb,2019-01-23 09:56:15
16,1,Train / Bus / Airport,3,goodneighborstb,2019-01-23 09:56:15
17,1,Worship,2,goodneighborstb,2019-01-23 09:56:15
5,is_parent,Wellness,5,goodneighborstb,2019-01-23 09:56:15
41,5,Counseling,1,goodneighborstb,2019-01-23 09:56:15
42,5,Diet & Nutrition,2,goodneighborstb,2019-01-23 09:56:15
46,5,Miscellaneous,1,goodneighborstb,2019-01-23 09:56:15
45,5,Yoga / Meditation,1,goodneighborstb,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",20,greatbay,2019-01-23 09:56:15
61,8,Classes,4,greatbay,2019-01-23 09:56:15
62,8,Crafts,6,greatbay,2019-01-23 09:56:15
63,8,Entertainment,1,greatbay,2019-01-23 09:56:15
64,8,Lessons,3,greatbay,2019-01-23 09:56:15
67,8,Miscellaneous,3,greatbay,2019-01-23 09:56:15
65,8,Photo & Video,1,greatbay,2019-01-23 09:56:15
66,8,Theater,2,greatbay,2019-01-23 09:56:15
10,is_parent,Business Services,14,greatbay,2019-01-23 09:56:15
75,10,Clerical,5,greatbay,2019-01-23 09:56:15
76,10,Computer Support,2,greatbay,2019-01-23 09:56:15
79,10,Marketing,2,greatbay,2019-01-23 09:56:15
81,10,Miscellaneous,2,greatbay,2019-01-23 09:56:15
80,10,Research,3,greatbay,2019-01-23 09:56:15
4,is_parent,Community Activities,32,greatbay,2019-01-23 09:56:15
33,4,Clean-up / Recycling,5,greatbay,2019-01-23 09:56:15
34,4,Community Service,4,greatbay,2019-01-23 09:56:15
35,4,Fund-raising,4,greatbay,2019-01-23 09:56:15
86,4,Group Projects,3,greatbay,2019-01-23 09:56:15
36,4,Help Our TimeBank!,6,greatbay,2019-01-23 09:56:15
39,4,Miscellaneous,2,greatbay,2019-01-23 09:56:15
37,4,Special Projects,2,greatbay,2019-01-23 09:56:15
38,4,Work For Social Change,6,greatbay,2019-01-23 09:56:15
3,is_parent,Companionship,7,greatbay,2019-01-23 09:56:15
29,3,Home Visits,2,greatbay,2019-01-23 09:56:15
30,3,Medical Errands,2,greatbay,2019-01-23 09:56:15
31,3,Telephone Calls,3,greatbay,2019-01-23 09:56:15
7,is_parent,Education,29,greatbay,2019-01-23 09:56:15
54,7,Advocacy,3,greatbay,2019-01-23 09:56:15
55,7,Classes / Workshops,7,greatbay,2019-01-23 09:56:15
56,7,Computers / Technology,2,greatbay,2019-01-23 09:56:15
57,7,Languages / Translation,3,greatbay,2019-01-23 09:56:15
60,7,Miscellaneous,2,greatbay,2019-01-23 09:56:15
58,7,Personal Finances,2,greatbay,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,10,greatbay,2019-01-23 09:56:15
2,is_parent,Help At Home,31,greatbay,2019-01-23 09:56:15
19,2,Child Care,5,greatbay,2019-01-23 09:56:15
20,2,Cooking & Sewing,13,greatbay,2019-01-23 09:56:15
21,2,Hair & Beauty,1,greatbay,2019-01-23 09:56:15
22,2,Housekeeping / Chores,5,greatbay,2019-01-23 09:56:15
25,2,Miscellaneous,1,greatbay,2019-01-23 09:56:15
23,2,Pet Care,3,greatbay,2019-01-23 09:56:15
24,2,Respite Care,3,greatbay,2019-01-23 09:56:15
9,is_parent,Home,12,greatbay,2019-01-23 09:56:15
69,9,Carpentry / Construction,1,greatbay,2019-01-23 09:56:15
71,9,Garden & Yard Work,6,greatbay,2019-01-23 09:56:15
74,9,Miscellaneous,3,greatbay,2019-01-23 09:56:15
72,9,Painting,2,greatbay,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),3,greatbay,2019-01-23 09:56:15
82,11,All Other Services,1,greatbay,2019-01-23 09:56:15
172,11,Miscellaneous,2,greatbay,2019-01-23 09:56:15
6,is_parent,Recreation,10,greatbay,2019-01-23 09:56:15
47,6,Books & Videos,2,greatbay,2019-01-23 09:56:15
49,6,Events,1,greatbay,2019-01-23 09:56:15
50,6,Games,4,greatbay,2019-01-23 09:56:15
53,6,Miscellaneous,1,greatbay,2019-01-23 09:56:15
51,6,Sports,1,greatbay,2019-01-23 09:56:15
52,6,Travel,1,greatbay,2019-01-23 09:56:15
1,is_parent,Transportation,21,greatbay,2019-01-23 09:56:15
12,1,Errands / Shopping,6,greatbay,2019-01-23 09:56:15
13,1,Local,10,greatbay,2019-01-23 09:56:15
14,1,Long Distance,1,greatbay,2019-01-23 09:56:15
15,1,Medical,1,greatbay,2019-01-23 09:56:15
18,1,Miscellaneous,1,greatbay,2019-01-23 09:56:15
16,1,Train / Bus / Airport,2,greatbay,2019-01-23 09:56:15
5,is_parent,Wellness,9,greatbay,2019-01-23 09:56:15
40,5,Complementary Therapies,2,greatbay,2019-01-23 09:56:15
42,5,Diet & Nutrition,3,greatbay,2019-01-23 09:56:15
43,5,Fitness & Exercise,1,greatbay,2019-01-23 09:56:15
46,5,Miscellaneous,2,greatbay,2019-01-23 09:56:15
45,5,Yoga / Meditation,1,greatbay,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",6,greaterheights,2019-01-23 09:56:15
61,8,Classes,1,greaterheights,2019-01-23 09:56:15
62,8,Crafts,2,greaterheights,2019-01-23 09:56:15
64,8,Lessons,1,greaterheights,2019-01-23 09:56:15
67,8,Miscellaneous,2,greaterheights,2019-01-23 09:56:15
10,is_parent,Business Services,15,greaterheights,2019-01-23 09:56:15
76,10,Computer Support,4,greaterheights,2019-01-23 09:56:15
77,10,Financial,3,greaterheights,2019-01-23 09:56:15
79,10,Marketing,3,greaterheights,2019-01-23 09:56:15
81,10,Miscellaneous,1,greaterheights,2019-01-23 09:56:15
80,10,Research,4,greaterheights,2019-01-23 09:56:15
4,is_parent,Community Activities,48,greaterheights,2019-01-23 09:56:15
33,4,Clean-up / Recycling,6,greaterheights,2019-01-23 09:56:15
34,4,Community Service,8,greaterheights,2019-01-23 09:56:15
35,4,Fund-raising,3,greaterheights,2019-01-23 09:56:15
86,4,Group Projects,6,greaterheights,2019-01-23 09:56:15
36,4,Help Our TimeBank!,9,greaterheights,2019-01-23 09:56:15
39,4,Miscellaneous,1,greaterheights,2019-01-23 09:56:15
37,4,Special Projects,3,greaterheights,2019-01-23 09:56:15
38,4,Work For Social Change,12,greaterheights,2019-01-23 09:56:15
3,is_parent,Companionship,30,greaterheights,2019-01-23 09:56:15
27,3,Dining Out,4,greaterheights,2019-01-23 09:56:15
28,3,Email / IM,3,greaterheights,2019-01-23 09:56:15
29,3,Home Visits,7,greaterheights,2019-01-23 09:56:15
30,3,Medical Errands,5,greaterheights,2019-01-23 09:56:15
32,3,Miscellaneous,5,greaterheights,2019-01-23 09:56:15
31,3,Telephone Calls,6,greaterheights,2019-01-23 09:56:15
7,is_parent,Education,19,greaterheights,2019-01-23 09:56:15
55,7,Classes / Workshops,3,greaterheights,2019-01-23 09:56:15
56,7,Computers / Technology,4,greaterheights,2019-01-23 09:56:15
57,7,Languages / Translation,1,greaterheights,2019-01-23 09:56:15
60,7,Miscellaneous,2,greaterheights,2019-01-23 09:56:15
58,7,Personal Finances,3,greaterheights,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,6,greaterheights,2019-01-23 09:56:15
2,is_parent,Help At Home,17,greaterheights,2019-01-23 09:56:15
19,2,Child Care,1,greaterheights,2019-01-23 09:56:15
20,2,Cooking & Sewing,7,greaterheights,2019-01-23 09:56:15
22,2,Housekeeping / Chores,1,greaterheights,2019-01-23 09:56:15
25,2,Miscellaneous,3,greaterheights,2019-01-23 09:56:15
23,2,Pet Care,4,greaterheights,2019-01-23 09:56:15
24,2,Respite Care,1,greaterheights,2019-01-23 09:56:15
9,is_parent,Home,18,greaterheights,2019-01-23 09:56:15
69,9,Carpentry / Construction,3,greaterheights,2019-01-23 09:56:15
70,9,Electrical,1,greaterheights,2019-01-23 09:56:15
71,9,Garden & Yard Work,7,greaterheights,2019-01-23 09:56:15
74,9,Miscellaneous,4,greaterheights,2019-01-23 09:56:15
72,9,Painting,3,greaterheights,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),6,greaterheights,2019-01-23 09:56:15
82,11,All Other Services,1,greaterheights,2019-01-23 09:56:15
83,11,For Sale,2,greaterheights,2019-01-23 09:56:15
85,11,Free Stuff,3,greaterheights,2019-01-23 09:56:15
6,is_parent,Recreation,12,greaterheights,2019-01-23 09:56:15
47,6,Books & Videos,3,greaterheights,2019-01-23 09:56:15
48,6,Dancing,1,greaterheights,2019-01-23 09:56:15
49,6,Events,1,greaterheights,2019-01-23 09:56:15
50,6,Games,2,greaterheights,2019-01-23 09:56:15
53,6,Miscellaneous,2,greaterheights,2019-01-23 09:56:15
51,6,Sports,2,greaterheights,2019-01-23 09:56:15
52,6,Travel,1,greaterheights,2019-01-23 09:56:15
1,is_parent,Transportation,24,greaterheights,2019-01-23 09:56:15
12,1,Errands / Shopping,5,greaterheights,2019-01-23 09:56:15
13,1,Local,5,greaterheights,2019-01-23 09:56:15
15,1,Medical,4,greaterheights,2019-01-23 09:56:15
18,1,Miscellaneous,2,greaterheights,2019-01-23 09:56:15
16,1,Train / Bus / Airport,5,greaterheights,2019-01-23 09:56:15
17,1,Worship,3,greaterheights,2019-01-23 09:56:15
5,is_parent,Wellness,16,greaterheights,2019-01-23 09:56:15
40,5,Complementary Therapies,1,greaterheights,2019-01-23 09:56:15
41,5,Counseling,3,greaterheights,2019-01-23 09:56:15
42,5,Diet & Nutrition,3,greaterheights,2019-01-23 09:56:15
43,5,Fitness & Exercise,6,greaterheights,2019-01-23 09:56:15
45,5,Yoga / Meditation,3,greaterheights,2019-01-23 09:56:15
114,is_parent,Account Management,0,gwtb,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",6,gwtb,2019-01-23 09:56:15
62,8,Crafts,2,gwtb,2019-01-23 09:56:15
63,8,Entertainment,2,gwtb,2019-01-23 09:56:15
64,8,Lessons,1,gwtb,2019-01-23 09:56:15
67,8,Miscellaneous,1,gwtb,2019-01-23 09:56:15
94,is_parent,"Arts, Crafts & Music",9,gwtb,2019-01-23 09:56:15
95,94,Lessons,5,gwtb,2019-01-23 09:56:15
98,94,Miscellaneous,2,gwtb,2019-01-23 09:56:15
97,94,Photo & Video,2,gwtb,2019-01-23 09:56:15
10,is_parent,Business Services,14,gwtb,2019-01-23 09:56:15
75,10,Clerical,1,gwtb,2019-01-23 09:56:15
76,10,Computer Support,3,gwtb,2019-01-23 09:56:15
79,10,Marketing,3,gwtb,2019-01-23 09:56:15
81,10,Miscellaneous,4,gwtb,2019-01-23 09:56:15
88,10,Project Management,2,gwtb,2019-01-23 09:56:15
80,10,Research,1,gwtb,2019-01-23 09:56:15
4,is_parent,Community Activities,26,gwtb,2019-01-23 09:56:15
33,4,Clean-up / Recycling,3,gwtb,2019-01-23 09:56:15
34,4,Community Service,5,gwtb,2019-01-23 09:56:15
35,4,Fund-raising,1,gwtb,2019-01-23 09:56:15
86,4,Group Projects,5,gwtb,2019-01-23 09:56:15
36,4,Help Our TimeBank!,2,gwtb,2019-01-23 09:56:15
39,4,Miscellaneous,1,gwtb,2019-01-23 09:56:15
121,4,Other,1,gwtb,2019-01-23 09:56:15
37,4,Special Projects,3,gwtb,2019-01-23 09:56:15
38,4,Work For Social Change,5,gwtb,2019-01-23 09:56:15
3,is_parent,Companionship,4,gwtb,2019-01-23 09:56:15
29,3,Home Visits,1,gwtb,2019-01-23 09:56:15
30,3,Medical Errands,1,gwtb,2019-01-23 09:56:15
32,3,Miscellaneous,1,gwtb,2019-01-23 09:56:15
31,3,Telephone Calls,1,gwtb,2019-01-23 09:56:15
89,is_parent,Computers and Technology,12,gwtb,2019-01-23 09:56:15
91,89,Miscellaneous,3,gwtb,2019-01-23 09:56:15
92,89,Repairs & Troubleshooting,2,gwtb,2019-01-23 09:56:15
90,89,Teaching,5,gwtb,2019-01-23 09:56:15
93,89,Web Sites,2,gwtb,2019-01-23 09:56:15
122,is_parent,Crafting and Artisan Services,1,gwtb,2019-01-23 09:56:15
123,122,Other,1,gwtb,2019-01-23 09:56:15
124,is_parent,Donation of Credits,1,gwtb,2019-01-23 09:56:15
125,124,Other,1,gwtb,2019-01-23 09:56:15
7,is_parent,Education,15,gwtb,2019-01-23 09:56:15
55,7,Classes / Workshops,3,gwtb,2019-01-23 09:56:15
56,7,Computers / Technology,2,gwtb,2019-01-23 09:56:15
57,7,Languages / Translation,2,gwtb,2019-01-23 09:56:15
60,7,Miscellaneous,1,gwtb,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,7,gwtb,2019-01-23 09:56:15
118,is_parent,Elder and Companionship,2,gwtb,2019-01-23 09:56:15
119,118,Other,2,gwtb,2019-01-23 09:56:15
2,is_parent,Help At Home,28,gwtb,2019-01-23 09:56:15
19,2,Child Care,3,gwtb,2019-01-23 09:56:15
100,2,Cooking,3,gwtb,2019-01-23 09:56:15
20,2,Cooking & Sewing,2,gwtb,2019-01-23 09:56:15
96,2,Elder Care,3,gwtb,2019-01-23 09:56:15
87,2,Hair & Beauty,2,gwtb,2019-01-23 09:56:15
22,2,Housekeeping / Chores,5,gwtb,2019-01-23 09:56:15
25,2,Miscellaneous,1,gwtb,2019-01-23 09:56:15
23,2,Pet Care,5,gwtb,2019-01-23 09:56:15
24,2,Respite Care,2,gwtb,2019-01-23 09:56:15
108,2,Sewing,2,gwtb,2019-01-23 09:56:15
9,is_parent,Home,22,gwtb,2019-01-23 09:56:15
69,9,Carpentry / Construction,4,gwtb,2019-01-23 09:56:15
101,9,Garden & Yard Work,8,gwtb,2019-01-23 09:56:15
71,9,Garden & Yard Work,2,gwtb,2019-01-23 09:56:15
74,9,Miscellaneous,5,gwtb,2019-01-23 09:56:15
72,9,Painting,3,gwtb,2019-01-23 09:56:15
103,is_parent,Language Services,18,gwtb,2019-01-23 09:56:15
109,103,Editing & Proof Reading,7,gwtb,2019-01-23 09:56:15
110,103,Lessons,2,gwtb,2019-01-23 09:56:15
111,103,Miscellaneous,1,gwtb,2019-01-23 09:56:15
104,103,Translation & Interpretation,3,gwtb,2019-01-23 09:56:15
112,103,Writing,5,gwtb,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),0,gwtb,2019-01-23 09:56:15
6,is_parent,Recreation,10,gwtb,2019-01-23 09:56:15
48,6,Dancing,1,gwtb,2019-01-23 09:56:15
49,6,Events,3,gwtb,2019-01-23 09:56:15
50,6,Games,2,gwtb,2019-01-23 09:56:15
53,6,Miscellaneous,1,gwtb,2019-01-23 09:56:15
51,6,Sports,2,gwtb,2019-01-23 09:56:15
52,6,Travel,1,gwtb,2019-01-23 09:56:15
116,is_parent,Time Bank Support,0,gwtb,2019-01-23 09:56:15
106,is_parent,Transition Guelph Projects,5,gwtb,2019-01-23 09:56:15
113,106,Appleseed Collective,1,gwtb,2019-01-23 09:56:15
120,106,Miscellaneous,1,gwtb,2019-01-23 09:56:15
107,106,Resilience Festival,3,gwtb,2019-01-23 09:56:15
1,is_parent,Transportation,11,gwtb,2019-01-23 09:56:15
12,1,Errands / Shopping,5,gwtb,2019-01-23 09:56:15
105,1,Hauling,3,gwtb,2019-01-23 09:56:15
15,1,Medical,1,gwtb,2019-01-23 09:56:15
18,1,Miscellaneous,2,gwtb,2019-01-23 09:56:15
5,is_parent,Wellness,23,gwtb,2019-01-23 09:56:15
40,5,Complementary Therapies,1,gwtb,2019-01-23 09:56:15
41,5,Counseling,2,gwtb,2019-01-23 09:56:15
42,5,Diet & Nutrition,3,gwtb,2019-01-23 09:56:15
43,5,Fitness & Exercise,3,gwtb,2019-01-23 09:56:15
99,5,Fitness & Exercise,3,gwtb,2019-01-23 09:56:15
102,5,Healing Services,3,gwtb,2019-01-23 09:56:15
44,5,Medical Services,1,gwtb,2019-01-23 09:56:15
46,5,Miscellaneous,4,gwtb,2019-01-23 09:56:15
45,5,Yoga / Meditation,3,gwtb,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",0,hopexchange,2019-01-23 09:56:15
10,is_parent,Business Services,0,hopexchange,2019-01-23 09:56:15
4,is_parent,Community Activities,0,hopexchange,2019-01-23 09:56:15
3,is_parent,Companionship,0,hopexchange,2019-01-23 09:56:15
7,is_parent,Education,0,hopexchange,2019-01-23 09:56:15
2,is_parent,Help At Home,0,hopexchange,2019-01-23 09:56:15
9,is_parent,Home,0,hopexchange,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),0,hopexchange,2019-01-23 09:56:15
6,is_parent,Recreation,0,hopexchange,2019-01-23 09:56:15
1,is_parent,Transportation,0,hopexchange,2019-01-23 09:56:15
5,is_parent,Wellness,0,hopexchange,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",4,hour4ourworld,2019-01-23 09:56:15
61,8,Classes,1,hour4ourworld,2019-01-23 09:56:15
62,8,Crafts,2,hour4ourworld,2019-01-23 09:56:15
65,8,Photo & Video,1,hour4ourworld,2019-01-23 09:56:15
10,is_parent,Business Services,3,hour4ourworld,2019-01-23 09:56:15
75,10,Administrative & Clerical,1,hour4ourworld,2019-01-23 09:56:15
79,10,Marketing,1,hour4ourworld,2019-01-23 09:56:15
80,10,Research,1,hour4ourworld,2019-01-23 09:56:15
4,is_parent,Community Activities,9,hour4ourworld,2019-01-23 09:56:15
33,4,Clean-up / Recycling,1,hour4ourworld,2019-01-23 09:56:15
86,4,Group Projects,3,hour4ourworld,2019-01-23 09:56:15
37,4,Special Projects,2,hour4ourworld,2019-01-23 09:56:15
38,4,Work For Social Change,3,hour4ourworld,2019-01-23 09:56:15
3,is_parent,Companionship,3,hour4ourworld,2019-01-23 09:56:15
27,3,Dining Out,1,hour4ourworld,2019-01-23 09:56:15
28,3,Email / IM,1,hour4ourworld,2019-01-23 09:56:15
30,3,Medical Errands,1,hour4ourworld,2019-01-23 09:56:15
7,is_parent,Education,4,hour4ourworld,2019-01-23 09:56:15
54,7,Advocacy,1,hour4ourworld,2019-01-23 09:56:15
55,7,Classes / Workshops,2,hour4ourworld,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,1,hour4ourworld,2019-01-23 09:56:15
194,is_parent,Food Not Lawns,3,hour4ourworld,2019-01-23 09:56:15
195,194,Special Projects,3,hour4ourworld,2019-01-23 09:56:15
175,is_parent,Garden & Yards,9,hour4ourworld,2019-01-23 09:56:15
179,175,Cultivate / Plant,2,hour4ourworld,2019-01-23 09:56:15
177,175,Food Not Lawns,1,hour4ourworld,2019-01-23 09:56:15
181,175,Harvest,1,hour4ourworld,2019-01-23 09:56:15
187,175,Permaculture,1,hour4ourworld,2019-01-23 09:56:15
196,175,Special Projects,2,hour4ourworld,2019-01-23 09:56:15
186,175,Water Features,1,hour4ourworld,2019-01-23 09:56:15
180,175,Weed,1,hour4ourworld,2019-01-23 09:56:15
188,is_parent,H4OW Time Exchange,7,hour4ourworld,2019-01-23 09:56:15
189,188,Community Building,4,hour4ourworld,2019-01-23 09:56:15
191,188,Outreach,3,hour4ourworld,2019-01-23 09:56:15
2,is_parent,Help At Home,5,hour4ourworld,2019-01-23 09:56:15
19,2,Child Care,1,hour4ourworld,2019-01-23 09:56:15
20,2,Cooking & Sewing,2,hour4ourworld,2019-01-23 09:56:15
22,2,Housekeeping / Chores,1,hour4ourworld,2019-01-23 09:56:15
23,2,Pet Care,1,hour4ourworld,2019-01-23 09:56:15
9,is_parent,Home,9,hour4ourworld,2019-01-23 09:56:15
69,9,Carpentry / Construction,2,hour4ourworld,2019-01-23 09:56:15
70,9,Electrical,1,hour4ourworld,2019-01-23 09:56:15
71,9,Garden & Yard Work,3,hour4ourworld,2019-01-23 09:56:15
72,9,Painting,2,hour4ourworld,2019-01-23 09:56:15
73,9,Plumbing,1,hour4ourworld,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),1,hour4ourworld,2019-01-23 09:56:15
82,11,All Other Services,1,hour4ourworld,2019-01-23 09:56:15
6,is_parent,Recreation,5,hour4ourworld,2019-01-23 09:56:15
47,6,Books & Videos,1,hour4ourworld,2019-01-23 09:56:15
48,6,Dancing,1,hour4ourworld,2019-01-23 09:56:15
49,6,Events,2,hour4ourworld,2019-01-23 09:56:15
52,6,Travel,1,hour4ourworld,2019-01-23 09:56:15
1,is_parent,Transportation,5,hour4ourworld,2019-01-23 09:56:15
12,1,Errands / Shopping,1,hour4ourworld,2019-01-23 09:56:15
13,1,Local,2,hour4ourworld,2019-01-23 09:56:15
15,1,Medical,1,hour4ourworld,2019-01-23 09:56:15
16,1,Train / Bus / Airport,1,hour4ourworld,2019-01-23 09:56:15
5,is_parent,Wellness,11,hour4ourworld,2019-01-23 09:56:15
40,5,Complementary Therapies,1,hour4ourworld,2019-01-23 09:56:15
41,5,Counseling / Coaching,1,hour4ourworld,2019-01-23 09:56:15
42,5,Diet / Nutrition,2,hour4ourworld,2019-01-23 09:56:15
43,5,Fitness / Exercise,1,hour4ourworld,2019-01-23 09:56:15
174,5,Healing Arts Therapies,2,hour4ourworld,2019-01-23 09:56:15
173,5,Massage Therapy,2,hour4ourworld,2019-01-23 09:56:15
45,5,Yoga / Meditation,2,hour4ourworld,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",180,hurunui,2019-01-23 09:56:15
61,8,Classes,35,hurunui,2019-01-23 09:56:15
62,8,Crafts,67,hurunui,2019-01-23 09:56:15
63,8,Entertainment,9,hurunui,2019-01-23 09:56:15
64,8,Lessons,29,hurunui,2019-01-23 09:56:15
67,8,Miscellaneous,18,hurunui,2019-01-23 09:56:15
65,8,Photo & Video,15,hurunui,2019-01-23 09:56:15
66,8,Theater,7,hurunui,2019-01-23 09:56:15
10,is_parent,Business Services,127,hurunui,2019-01-23 09:56:15
75,10,Clerical,29,hurunui,2019-01-23 09:56:15
76,10,Computer Support,21,hurunui,2019-01-23 09:56:15
77,10,Financial,17,hurunui,2019-01-23 09:56:15
78,10,Legal,4,hurunui,2019-01-23 09:56:15
79,10,Marketing,15,hurunui,2019-01-23 09:56:15
81,10,Miscellaneous,19,hurunui,2019-01-23 09:56:15
80,10,Research,22,hurunui,2019-01-23 09:56:15
4,is_parent,Community Activities,319,hurunui,2019-01-23 09:56:15
33,4,Clean-up / Recycling,49,hurunui,2019-01-23 09:56:15
34,4,Community Service,73,hurunui,2019-01-23 09:56:15
35,4,Fund-raising,28,hurunui,2019-01-23 09:56:15
163,4,Group Projects/Working Bees,43,hurunui,2019-01-23 09:56:15
36,4,Help Our TimeBank!,34,hurunui,2019-01-23 09:56:15
39,4,Miscellaneous,21,hurunui,2019-01-23 09:56:15
37,4,Special Projects,35,hurunui,2019-01-23 09:56:15
38,4,Work For Social Change,36,hurunui,2019-01-23 09:56:15
3,is_parent,Companionship,175,hurunui,2019-01-23 09:56:15
26,3,Clubs,7,hurunui,2019-01-23 09:56:15
27,3,Dining Out,11,hurunui,2019-01-23 09:56:15
28,3,Email / IM,10,hurunui,2019-01-23 09:56:15
29,3,Home Visits,56,hurunui,2019-01-23 09:56:15
30,3,Medical Errands,28,hurunui,2019-01-23 09:56:15
32,3,Miscellaneous,18,hurunui,2019-01-23 09:56:15
31,3,Telephone Calls,18,hurunui,2019-01-23 09:56:15
225,3,Walking/biking,27,hurunui,2019-01-23 09:56:15
172,is_parent,Eco-Living/Sustainable Solutions,109,hurunui,2019-01-23 09:56:15
173,172,Alternative power systems,8,hurunui,2019-01-23 09:56:15
178,172,Community food projects,20,hurunui,2019-01-23 09:56:15
187,172,Conservation/biodiversity,14,hurunui,2019-01-23 09:56:15
180,172,Foraging,16,hurunui,2019-01-23 09:56:15
177,172,Organics/permaculture,17,hurunui,2019-01-23 09:56:15
176,172,Waste reduction/recycling,23,hurunui,2019-01-23 09:56:15
179,172,Water-care systems,11,hurunui,2019-01-23 09:56:15
7,is_parent,Education,184,hurunui,2019-01-23 09:56:15
54,7,Advocacy,17,hurunui,2019-01-23 09:56:15
55,7,Classes / Workshops,42,hurunui,2019-01-23 09:56:15
56,7,Computers / Technology,25,hurunui,2019-01-23 09:56:15
57,7,Languages / Translation,28,hurunui,2019-01-23 09:56:15
60,7,Miscellaneous,12,hurunui,2019-01-23 09:56:15
58,7,Personal Finances,8,hurunui,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,52,hurunui,2019-01-23 09:56:15
2,is_parent,Help At Home,250,hurunui,2019-01-23 09:56:15
19,2,Child Care,40,hurunui,2019-01-23 09:56:15
20,2,Cooking & Sewing,67,hurunui,2019-01-23 09:56:15
21,2,Hair & Beauty,7,hurunui,2019-01-23 09:56:15
22,2,Housekeeping / Chores,41,hurunui,2019-01-23 09:56:15
25,2,Miscellaneous,21,hurunui,2019-01-23 09:56:15
23,2,Pet Care,51,hurunui,2019-01-23 09:56:15
24,2,Respite Care,23,hurunui,2019-01-23 09:56:15
36,is_parent,Help Our TimeBank!,4,hurunui,2019-01-23 09:56:15
162,36,TimeBank Orientation,4,hurunui,2019-01-23 09:56:15
9,is_parent,Home,142,hurunui,2019-01-23 09:56:15
68,9,Car Care,9,hurunui,2019-01-23 09:56:15
69,9,Carpentry / Construction,11,hurunui,2019-01-23 09:56:15
70,9,Electrical,4,hurunui,2019-01-23 09:56:15
71,9,Garden & Yard Work,76,hurunui,2019-01-23 09:56:15
74,9,Miscellaneous,14,hurunui,2019-01-23 09:56:15
72,9,Painting,23,hurunui,2019-01-23 09:56:15
73,9,Plumbing,5,hurunui,2019-01-23 09:56:15
218,is_parent,Local/National Culture & Knowledge,34,hurunui,2019-01-23 09:56:15
223,218,Genealogy,9,hurunui,2019-01-23 09:56:15
222,218,Geography/Geology,5,hurunui,2019-01-23 09:56:15
219,218,History,7,hurunui,2019-01-23 09:56:15
224,218,Tikanga Maori/Te Reo,5,hurunui,2019-01-23 09:56:15
226,218,Walking trails,8,hurunui,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),15,hurunui,2019-01-23 09:56:15
82,11,All Other Services,2,hurunui,2019-01-23 09:56:15
83,11,For Sale,1,hurunui,2019-01-23 09:56:15
85,11,Free Stuff,10,hurunui,2019-01-23 09:56:15
