cat_id,cat_parent,category,count_talent,timebank,timestamp
50,6,Games,6,media,2019-01-23 09:56:15
51,6,Sports,7,media,2019-01-23 09:56:15
52,6,Travel,7,media,2019-01-23 09:56:15
200,is_parent,Reskilling,49,media,2019-01-23 09:56:15
205,200,Cooking & Recipe Prep,17,media,2019-01-23 09:56:15
201,200,Fiber Arts,9,media,2019-01-23 09:56:15
202,200,Food Preservation Techniques,8,media,2019-01-23 09:56:15
206,200,Misc,1,media,2019-01-23 09:56:15
203,200,Permaculture & Gardening,9,media,2019-01-23 09:56:15
204,200,Soap & other cleaning supplies,5,media,2019-01-23 09:56:15
212,is_parent,Tool Share,10,media,2019-01-23 09:56:15
216,212,Tool Share,10,media,2019-01-23 09:56:15
1,is_parent,Transportation,122,media,2019-01-23 09:56:15
12,1,Errands / Shopping,28,media,2019-01-23 09:56:15
13,1,Local,51,media,2019-01-23 09:56:15
14,1,Long Distance,3,media,2019-01-23 09:56:15
15,1,Medical,14,media,2019-01-23 09:56:15
16,1,Train / Bus / Airport,18,media,2019-01-23 09:56:15
17,1,Worship,8,media,2019-01-23 09:56:15
5,is_parent,Wellness,51,media,2019-01-23 09:56:15
40,5,Complementary Therapies,11,media,2019-01-23 09:56:15
41,5,Counseling,7,media,2019-01-23 09:56:15
42,5,Diet & Nutrition,11,media,2019-01-23 09:56:15
43,5,Fitness & Exercise,8,media,2019-01-23 09:56:15
44,5,Medical Services,3,media,2019-01-23 09:56:15
45,5,Yoga / Meditation,11,media,2019-01-23 09:56:15
208,is_parent,YardSharing & Yardening,9,media,2019-01-23 09:56:15
218,208,Yardsharing & Yardening,9,media,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",95,midcanterbury,2019-01-23 09:56:15
61,8,Classes,22,midcanterbury,2019-01-23 09:56:15
62,8,Crafts,26,midcanterbury,2019-01-23 09:56:15
63,8,Entertainment,10,midcanterbury,2019-01-23 09:56:15
64,8,Lessons,14,midcanterbury,2019-01-23 09:56:15
67,8,Miscellaneous,9,midcanterbury,2019-01-23 09:56:15
65,8,Photo & Video,10,midcanterbury,2019-01-23 09:56:15
66,8,Theatre,4,midcanterbury,2019-01-23 09:56:15
10,is_parent,Business Services,68,midcanterbury,2019-01-23 09:56:15
125,10,Administration,15,midcanterbury,2019-01-23 09:56:15
76,10,Computer Support,19,midcanterbury,2019-01-23 09:56:15
135,10,Employment Issues,1,midcanterbury,2019-01-23 09:56:15
77,10,Financial,6,midcanterbury,2019-01-23 09:56:15
79,10,Marketing,5,midcanterbury,2019-01-23 09:56:15
81,10,Miscellaneous,12,midcanterbury,2019-01-23 09:56:15
80,10,Research,9,midcanterbury,2019-01-23 09:56:15
134,10,Start-up/ Business Mentoring,1,midcanterbury,2019-01-23 09:56:15
4,is_parent,Community Activities,243,midcanterbury,2019-01-23 09:56:15
33,4,Clean-up / Recycling,38,midcanterbury,2019-01-23 09:56:15
34,4,Community Service,43,midcanterbury,2019-01-23 09:56:15
35,4,Fund-raising,36,midcanterbury,2019-01-23 09:56:15
86,4,Group Projects,41,midcanterbury,2019-01-23 09:56:15
39,4,Miscellaneous,23,midcanterbury,2019-01-23 09:56:15
37,4,Special Projects,28,midcanterbury,2019-01-23 09:56:15
38,4,Work For Social Change,34,midcanterbury,2019-01-23 09:56:15
3,is_parent,Companionship,266,midcanterbury,2019-01-23 09:56:15
27,3,Dining Out,32,midcanterbury,2019-01-23 09:56:15
28,3,Email / Messaging,29,midcanterbury,2019-01-23 09:56:15
29,3,Home Visits,51,midcanterbury,2019-01-23 09:56:15
30,3,Medical Errands,26,midcanterbury,2019-01-23 09:56:15
126,3,Meet at a cafe,32,midcanterbury,2019-01-23 09:56:15
32,3,Miscellaneous,20,midcanterbury,2019-01-23 09:56:15
31,3,Telephone Calls,25,midcanterbury,2019-01-23 09:56:15
87,3,Walking/ biking,51,midcanterbury,2019-01-23 09:56:15
101,is_parent,Culture & Knowledge,38,midcanterbury,2019-01-23 09:56:15
133,101,Different Culture,4,midcanterbury,2019-01-23 09:56:15
102,101,Genealogy,5,midcanterbury,2019-01-23 09:56:15
103,101,Geography/ Geology,9,midcanterbury,2019-01-23 09:56:15
104,101,History,2,midcanterbury,2019-01-23 09:56:15
108,101,Miscellaneous,4,midcanterbury,2019-01-23 09:56:15
106,101,Te Reo Maori,1,midcanterbury,2019-01-23 09:56:15
107,101,Tikanga Maori,1,midcanterbury,2019-01-23 09:56:15
105,101,Walking trails,12,midcanterbury,2019-01-23 09:56:15
7,is_parent,Education,108,midcanterbury,2019-01-23 09:56:15
54,7,Advocacy,5,midcanterbury,2019-01-23 09:56:15
55,7,Classes / Workshops,19,midcanterbury,2019-01-23 09:56:15
56,7,Computers / Technology/ Phones,17,midcanterbury,2019-01-23 09:56:15
57,7,Languages / Translation,16,midcanterbury,2019-01-23 09:56:15
124,7,Learning Exchange,12,midcanterbury,2019-01-23 09:56:15
60,7,Miscellaneous,13,midcanterbury,2019-01-23 09:56:15
58,7,Personal Finances,3,midcanterbury,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,23,midcanterbury,2019-01-23 09:56:15
2,is_parent,Help At Home,184,midcanterbury,2019-01-23 09:56:15
127,2,Baking,21,midcanterbury,2019-01-23 09:56:15
19,2,Child Care,31,midcanterbury,2019-01-23 09:56:15
20,2,Cooking,29,midcanterbury,2019-01-23 09:56:15
21,2,Hair & Beauty,6,midcanterbury,2019-01-23 09:56:15
22,2,Housekeeping / Chores,24,midcanterbury,2019-01-23 09:56:15
25,2,Miscellaneous,18,midcanterbury,2019-01-23 09:56:15
23,2,Pet Care,34,midcanterbury,2019-01-23 09:56:15
24,2,Respite Care,8,midcanterbury,2019-01-23 09:56:15
98,2,Sewing,13,midcanterbury,2019-01-23 09:56:15
88,is_parent,Help our TimeBank!,129,midcanterbury,2019-01-23 09:56:15
129,88,Admin,10,midcanterbury,2019-01-23 09:56:15
130,88,Community Liaison/ Relationship building,2,midcanterbury,2019-01-23 09:56:15
91,88,Design/ Marketing/ Promotions,10,midcanterbury,2019-01-23 09:56:15
96,88,Dream/ Vision/ Plan,11,midcanterbury,2019-01-23 09:56:15
93,88,Funding/ Fundraising,15,midcanterbury,2019-01-23 09:56:15
95,88,IT Tech Support,8,midcanterbury,2019-01-23 09:56:15
92,88,Learning Exchange,16,midcanterbury,2019-01-23 09:56:15
90,88,Member support,18,midcanterbury,2019-01-23 09:56:15
123,88,TimeBank Events,27,midcanterbury,2019-01-23 09:56:15
94,88,Writing,12,midcanterbury,2019-01-23 09:56:15
9,is_parent,Home,83,midcanterbury,2019-01-23 09:56:15
68,9,Car Care,6,midcanterbury,2019-01-23 09:56:15
69,9,Carpentry / Construction,4,midcanterbury,2019-01-23 09:56:15
70,9,Electrical,1,midcanterbury,2019-01-23 09:56:15
71,9,Garden & Yard Work,35,midcanterbury,2019-01-23 09:56:15
99,9,Garden advice,17,midcanterbury,2019-01-23 09:56:15
74,9,Miscellaneous,11,midcanterbury,2019-01-23 09:56:15
72,9,Painting,7,midcanterbury,2019-01-23 09:56:15
73,9,Plumbing,2,midcanterbury,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),14,midcanterbury,2019-01-23 09:56:15
82,11,All Other Services,14,midcanterbury,2019-01-23 09:56:15
6,is_parent,Recreation,112,midcanterbury,2019-01-23 09:56:15
47,6,Books & Videos,17,midcanterbury,2019-01-23 09:56:15
48,6,Dancing,13,midcanterbury,2019-01-23 09:56:15
49,6,Events,17,midcanterbury,2019-01-23 09:56:15
50,6,Games,19,midcanterbury,2019-01-23 09:56:15
53,6,Miscellaneous,13,midcanterbury,2019-01-23 09:56:15
51,6,Sports coaching,6,midcanterbury,2019-01-23 09:56:15
52,6,Travel tips/ experiences,27,midcanterbury,2019-01-23 09:56:15
109,is_parent,Rural Living/ Farming,52,midcanterbury,2019-01-23 09:56:15
110,109,Beekeeping,1,midcanterbury,2019-01-23 09:56:15
111,109,Equine (Horses),5,midcanterbury,2019-01-23 09:56:15
112,109,Family support,8,midcanterbury,2019-01-23 09:56:15
114,109,Farm management IT,4,midcanterbury,2019-01-23 09:56:15
113,109,Farm vehicle competence,3,midcanterbury,2019-01-23 09:56:15
115,109,Fencing,4,midcanterbury,2019-01-23 09:56:15
116,109,Livestock management & health,9,midcanterbury,2019-01-23 09:56:15
117,109,Machinery maintenance,2,midcanterbury,2019-01-23 09:56:15
131,109,Mentoring,3,midcanterbury,2019-01-23 09:56:15
118,109,Milking experience,4,midcanterbury,2019-01-23 09:56:15
119,109,Pasture management,3,midcanterbury,2019-01-23 09:56:15
120,109,Poultry,6,midcanterbury,2019-01-23 09:56:15
1,is_parent,Transportation,140,midcanterbury,2019-01-23 09:56:15
16,1,Airport,15,midcanterbury,2019-01-23 09:56:15
122,1,Driving instruction,8,midcanterbury,2019-01-23 09:56:15
12,1,Errands / Shopping,37,midcanterbury,2019-01-23 09:56:15
13,1,Local,32,midcanterbury,2019-01-23 09:56:15
14,1,Long Distance,10,midcanterbury,2019-01-23 09:56:15
15,1,Medical,17,midcanterbury,2019-01-23 09:56:15
18,1,Miscellaneous,12,midcanterbury,2019-01-23 09:56:15
17,1,Worship,9,midcanterbury,2019-01-23 09:56:15
5,is_parent,Wellness,46,midcanterbury,2019-01-23 09:56:15
40,5,Complementary Therapies,6,midcanterbury,2019-01-23 09:56:15
41,5,Counseling,4,midcanterbury,2019-01-23 09:56:15
42,5,Diet & Nutrition,5,midcanterbury,2019-01-23 09:56:15
43,5,Fitness & Exercise,10,midcanterbury,2019-01-23 09:56:15
100,5,Life coaching,9,midcanterbury,2019-01-23 09:56:15
46,5,Miscellaneous,9,midcanterbury,2019-01-23 09:56:15
45,5,Yoga / Meditation,3,midcanterbury,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",7,mk,2019-01-23 09:56:15
64,8,Blank Canvas,1,mk,2019-01-23 09:56:15
61,8,Classes,1,mk,2019-01-23 09:56:15
62,8,Crafts,1,mk,2019-01-23 09:56:15
63,8,Performing,1,mk,2019-01-23 09:56:15
65,8,Photography & Video,1,mk,2019-01-23 09:56:15
67,8,Room or equipment hire,2,mk,2019-01-23 09:56:15
4,is_parent,Community Activities,3,mk,2019-01-23 09:56:15
36,4,Help Our TimeBank!,2,mk,2019-01-23 09:56:15
37,4,Special Projects,1,mk,2019-01-23 09:56:15
7,is_parent,Education,4,mk,2019-01-23 09:56:15
57,7,Courses and Workshops,2,mk,2019-01-23 09:56:15
55,7,Young people,2,mk,2019-01-23 09:56:15
3,is_parent,Events,2,mk,2019-01-23 09:56:15
89,3,Buszy Socials,1,mk,2019-01-23 09:56:15
31,3,Meet ups,1,mk,2019-01-23 09:56:15
5,is_parent,Health,2,mk,2019-01-23 09:56:15
43,5,Fitness & Exercise,1,mk,2019-01-23 09:56:15
42,5,Food,1,mk,2019-01-23 09:56:15
6,is_parent,Interests,3,mk,2019-01-23 09:56:15
49,6,Events,1,mk,2019-01-23 09:56:15
87,6,Fashion,1,mk,2019-01-23 09:56:15
51,6,Sports,1,mk,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",0,mttimeexchange,2019-01-23 09:56:15
10,is_parent,Business Services,0,mttimeexchange,2019-01-23 09:56:15
4,is_parent,Community Activities,1,mttimeexchange,2019-01-23 09:56:15
39,4,Miscellaneous,1,mttimeexchange,2019-01-23 09:56:15
3,is_parent,Companionship,0,mttimeexchange,2019-01-23 09:56:15
7,is_parent,Education,0,mttimeexchange,2019-01-23 09:56:15
2,is_parent,Help At Home,2,mttimeexchange,2019-01-23 09:56:15
20,2,Cooking & Sewing,1,mttimeexchange,2019-01-23 09:56:15
23,2,Pet Care,1,mttimeexchange,2019-01-23 09:56:15
9,is_parent,Home,1,mttimeexchange,2019-01-23 09:56:15
74,9,Miscellaneous,1,mttimeexchange,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),0,mttimeexchange,2019-01-23 09:56:15
6,is_parent,Recreation,2,mttimeexchange,2019-01-23 09:56:15
53,6,Miscellaneous,2,mttimeexchange,2019-01-23 09:56:15
1,is_parent,Transportation,0,mttimeexchange,2019-01-23 09:56:15
5,is_parent,Wellness,2,mttimeexchange,2019-01-23 09:56:15
40,5,Complementary Therapies,1,mttimeexchange,2019-01-23 09:56:15
46,5,Miscellaneous,1,mttimeexchange,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",11,murihiku,2019-01-23 09:56:15
61,8,Classes,1,murihiku,2019-01-23 09:56:15
62,8,Crafts,4,murihiku,2019-01-23 09:56:15
64,8,Lessons,3,murihiku,2019-01-23 09:56:15
67,8,Miscellaneous,1,murihiku,2019-01-23 09:56:15
65,8,Photo & Video,2,murihiku,2019-01-23 09:56:15
10,is_parent,Business Services,14,murihiku,2019-01-23 09:56:15
75,10,Clerical,4,murihiku,2019-01-23 09:56:15
76,10,Computer Support,3,murihiku,2019-01-23 09:56:15
77,10,Financial,1,murihiku,2019-01-23 09:56:15
81,10,Miscellaneous,5,murihiku,2019-01-23 09:56:15
80,10,Research,1,murihiku,2019-01-23 09:56:15
4,is_parent,Community Activities,30,murihiku,2019-01-23 09:56:15
33,4,Clean-up / Recycling,6,murihiku,2019-01-23 09:56:15
34,4,Community Service,6,murihiku,2019-01-23 09:56:15
35,4,Fund-raising,4,murihiku,2019-01-23 09:56:15
86,4,Group Projects,7,murihiku,2019-01-23 09:56:15
36,4,Help Our TimeBank!,4,murihiku,2019-01-23 09:56:15
37,4,Special Projects,2,murihiku,2019-01-23 09:56:15
38,4,Work For Social Change,1,murihiku,2019-01-23 09:56:15
3,is_parent,Companionship,13,murihiku,2019-01-23 09:56:15
27,3,Dining Out,2,murihiku,2019-01-23 09:56:15
28,3,Email / IM,1,murihiku,2019-01-23 09:56:15
29,3,Home Visits,4,murihiku,2019-01-23 09:56:15
30,3,Medical Errands,3,murihiku,2019-01-23 09:56:15
32,3,Miscellaneous,1,murihiku,2019-01-23 09:56:15
31,3,Telephone Calls,2,murihiku,2019-01-23 09:56:15
7,is_parent,Education,13,murihiku,2019-01-23 09:56:15
54,7,Advocacy,2,murihiku,2019-01-23 09:56:15
55,7,Classes / Workshops,1,murihiku,2019-01-23 09:56:15
56,7,Computers / Technology,2,murihiku,2019-01-23 09:56:15
60,7,Miscellaneous,1,murihiku,2019-01-23 09:56:15
58,7,Personal Finances,1,murihiku,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,6,murihiku,2019-01-23 09:56:15
2,is_parent,Help At Home,26,murihiku,2019-01-23 09:56:15
19,2,Child Care,5,murihiku,2019-01-23 09:56:15
20,2,Cooking & Sewing,6,murihiku,2019-01-23 09:56:15
22,2,Housekeeping / Chores,5,murihiku,2019-01-23 09:56:15
25,2,Miscellaneous,3,murihiku,2019-01-23 09:56:15
23,2,Pet Care,5,murihiku,2019-01-23 09:56:15
24,2,Respite Care,2,murihiku,2019-01-23 09:56:15
9,is_parent,Home,23,murihiku,2019-01-23 09:56:15
68,9,Car Care,1,murihiku,2019-01-23 09:56:15
69,9,Carpentry / Construction,1,murihiku,2019-01-23 09:56:15
70,9,Electrical,1,murihiku,2019-01-23 09:56:15
71,9,Garden & Yard Work,11,murihiku,2019-01-23 09:56:15
74,9,Miscellaneous,5,murihiku,2019-01-23 09:56:15
72,9,Painting,4,murihiku,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),6,murihiku,2019-01-23 09:56:15
82,11,All Other Services,3,murihiku,2019-01-23 09:56:15
85,11,Free Stuff,3,murihiku,2019-01-23 09:56:15
6,is_parent,Recreation,4,murihiku,2019-01-23 09:56:15
50,6,Games,1,murihiku,2019-01-23 09:56:15
53,6,Miscellaneous,1,murihiku,2019-01-23 09:56:15
51,6,Sports,1,murihiku,2019-01-23 09:56:15
52,6,Travel,1,murihiku,2019-01-23 09:56:15
1,is_parent,Transportation,22,murihiku,2019-01-23 09:56:15
12,1,Errands / Shopping,5,murihiku,2019-01-23 09:56:15
13,1,Local,4,murihiku,2019-01-23 09:56:15
14,1,Long Distance,3,murihiku,2019-01-23 09:56:15
15,1,Medical,4,murihiku,2019-01-23 09:56:15
18,1,Miscellaneous,1,murihiku,2019-01-23 09:56:15
16,1,Train / Bus / Airport,3,murihiku,2019-01-23 09:56:15
17,1,Worship,2,murihiku,2019-01-23 09:56:15
5,is_parent,Wellness,16,murihiku,2019-01-23 09:56:15
40,5,Complementary Therapies,4,murihiku,2019-01-23 09:56:15
41,5,Counseling,1,murihiku,2019-01-23 09:56:15
42,5,Diet & Nutrition,3,murihiku,2019-01-23 09:56:15
43,5,Fitness & Exercise,2,murihiku,2019-01-23 09:56:15
46,5,Miscellaneous,2,murihiku,2019-01-23 09:56:15
45,5,Yoga / Meditation,4,murihiku,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",2,mwdi,2019-01-23 09:56:15
62,8,Crafts,1,mwdi,2019-01-23 09:56:15
65,8,Photo & Video,1,mwdi,2019-01-23 09:56:15
10,is_parent,Business Services,5,mwdi,2019-01-23 09:56:15
79,10,Marketing,1,mwdi,2019-01-23 09:56:15
81,10,Miscellaneous,2,mwdi,2019-01-23 09:56:15
80,10,Research,2,mwdi,2019-01-23 09:56:15
4,is_parent,Community Activities,9,mwdi,2019-01-23 09:56:15
33,4,Clean-up / Recycling,1,mwdi,2019-01-23 09:56:15
34,4,Community Service,2,mwdi,2019-01-23 09:56:15
35,4,Fund-raising,1,mwdi,2019-01-23 09:56:15
86,4,Group Projects,1,mwdi,2019-01-23 09:56:15
36,4,Help Our TimeBank!,1,mwdi,2019-01-23 09:56:15
39,4,Miscellaneous,1,mwdi,2019-01-23 09:56:15
37,4,Special Projects,1,mwdi,2019-01-23 09:56:15
38,4,Work For Social Change,1,mwdi,2019-01-23 09:56:15
3,is_parent,Companionship,5,mwdi,2019-01-23 09:56:15
28,3,Email / IM,1,mwdi,2019-01-23 09:56:15
29,3,Home Visits,1,mwdi,2019-01-23 09:56:15
30,3,Medical Errands,1,mwdi,2019-01-23 09:56:15
32,3,Miscellaneous,1,mwdi,2019-01-23 09:56:15
31,3,Telephone Calls,1,mwdi,2019-01-23 09:56:15
7,is_parent,Education,2,mwdi,2019-01-23 09:56:15
54,7,Advocacy,1,mwdi,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,1,mwdi,2019-01-23 09:56:15
2,is_parent,Help At Home,6,mwdi,2019-01-23 09:56:15
19,2,Child Care,1,mwdi,2019-01-23 09:56:15
20,2,Cooking & Sewing,2,mwdi,2019-01-23 09:56:15
22,2,Housekeeping / Chores,1,mwdi,2019-01-23 09:56:15
23,2,Pet Care,1,mwdi,2019-01-23 09:56:15
24,2,Respite Care,1,mwdi,2019-01-23 09:56:15
9,is_parent,Home,1,mwdi,2019-01-23 09:56:15
71,9,Garden & Yard Work,1,mwdi,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),1,mwdi,2019-01-23 09:56:15
82,11,All Other Services,1,mwdi,2019-01-23 09:56:15
6,is_parent,Recreation,0,mwdi,2019-01-23 09:56:15
1,is_parent,Transportation,3,mwdi,2019-01-23 09:56:15
12,1,Errands / Shopping,1,mwdi,2019-01-23 09:56:15
13,1,Local,1,mwdi,2019-01-23 09:56:15
17,1,Worship,1,mwdi,2019-01-23 09:56:15
5,is_parent,Wellness,2,mwdi,2019-01-23 09:56:15
43,5,Fitness & Exercise,1,mwdi,2019-01-23 09:56:15
46,5,Miscellaneous,1,mwdi,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",8,nb,2019-01-23 09:56:15
61,8,Classes,1,nb,2019-01-23 09:56:15
62,8,Crafts,2,nb,2019-01-23 09:56:15
63,8,Entertainment,1,nb,2019-01-23 09:56:15
64,8,Lessons,1,nb,2019-01-23 09:56:15
67,8,Miscellaneous,1,nb,2019-01-23 09:56:15
65,8,Photo & Video,2,nb,2019-01-23 09:56:15
10,is_parent,Business Services,8,nb,2019-01-23 09:56:15
75,10,Clerical,1,nb,2019-01-23 09:56:15
76,10,Computer Support,1,nb,2019-01-23 09:56:15
77,10,Financial,1,nb,2019-01-23 09:56:15
79,10,Marketing,3,nb,2019-01-23 09:56:15
81,10,Miscellaneous,2,nb,2019-01-23 09:56:15
4,is_parent,Community Activities,22,nb,2019-01-23 09:56:15
33,4,Clean-up / Recycling,2,nb,2019-01-23 09:56:15
34,4,Community Service,3,nb,2019-01-23 09:56:15
86,4,Group Projects,4,nb,2019-01-23 09:56:15
36,4,Help Our TimeBank!,4,nb,2019-01-23 09:56:15
39,4,Miscellaneous,2,nb,2019-01-23 09:56:15
37,4,Special Projects,3,nb,2019-01-23 09:56:15
38,4,Work For Social Change,4,nb,2019-01-23 09:56:15
3,is_parent,Companionship,1,nb,2019-01-23 09:56:15
30,3,Medical Errands,1,nb,2019-01-23 09:56:15
7,is_parent,Education,9,nb,2019-01-23 09:56:15
54,7,Advocacy,1,nb,2019-01-23 09:56:15
55,7,Classes / Workshops,1,nb,2019-01-23 09:56:15
56,7,Computers / Technology,1,nb,2019-01-23 09:56:15
57,7,Languages / Translation,1,nb,2019-01-23 09:56:15
60,7,Miscellaneous,3,nb,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,2,nb,2019-01-23 09:56:15
2,is_parent,Help At Home,6,nb,2019-01-23 09:56:15
22,2,Housekeeping / Chores,2,nb,2019-01-23 09:56:15
25,2,Miscellaneous,1,nb,2019-01-23 09:56:15
23,2,Pet Care,2,nb,2019-01-23 09:56:15
24,2,Respite Care,1,nb,2019-01-23 09:56:15
9,is_parent,Home,9,nb,2019-01-23 09:56:15
69,9,Carpentry / Construction,1,nb,2019-01-23 09:56:15
71,9,Garden & Yard Work,3,nb,2019-01-23 09:56:15
74,9,Miscellaneous,2,nb,2019-01-23 09:56:15
72,9,Painting,2,nb,2019-01-23 09:56:15
91,9,Snow removal,1,nb,2019-01-23 09:56:15
11,is_parent,Misc. (Not Above),1,nb,2019-01-23 09:56:15
85,11,Free Stuff,1,nb,2019-01-23 09:56:15
87,is_parent,Products,3,nb,2019-01-23 09:56:15
90,87,Miscellaneous,1,nb,2019-01-23 09:56:15
88,87,Produce,2,nb,2019-01-23 09:56:15
6,is_parent,Recreation,4,nb,2019-01-23 09:56:15
47,6,Books & Videos,1,nb,2019-01-23 09:56:15
49,6,Events,1,nb,2019-01-23 09:56:15
53,6,Miscellaneous,1,nb,2019-01-23 09:56:15
52,6,Travel,1,nb,2019-01-23 09:56:15
1,is_parent,Transportation,12,nb,2019-01-23 09:56:15
92,1,Carpooling,1,nb,2019-01-23 09:56:15
12,1,Errands / Shopping,1,nb,2019-01-23 09:56:15
13,1,Local,3,nb,2019-01-23 09:56:15
14,1,Long Distance,2,nb,2019-01-23 09:56:15
15,1,Medical,1,nb,2019-01-23 09:56:15
18,1,Miscellaneous,1,nb,2019-01-23 09:56:15
16,1,Train / Bus / Airport,3,nb,2019-01-23 09:56:15
5,is_parent,Wellness,6,nb,2019-01-23 09:56:15
40,5,Complementary Therapies,2,nb,2019-01-23 09:56:15
41,5,Counseling,1,nb,2019-01-23 09:56:15
42,5,Diet & Nutrition,1,nb,2019-01-23 09:56:15
46,5,Miscellaneous,1,nb,2019-01-23 09:56:15
45,5,Yoga / Meditation,1,nb,2019-01-23 09:56:15
8,is_parent,"Arts, Crafts & Music",121,nbnneighborhoodnetwork,2019-01-23 09:56:15
61,8,Classes,26,nbnneighborhoodnetwork,2019-01-23 09:56:15
62,8,Crafts,27,nbnneighborhoodnetwork,2019-01-23 09:56:15
63,8,Entertainment,15,nbnneighborhoodnetwork,2019-01-23 09:56:15
64,8,Lessons,16,nbnneighborhoodnetwork,2019-01-23 09:56:15
67,8,Miscellaneous,5,nbnneighborhoodnetwork,2019-01-23 09:56:15
65,8,Photo & Video,20,nbnneighborhoodnetwork,2019-01-23 09:56:15
66,8,Theater,12,nbnneighborhoodnetwork,2019-01-23 09:56:15
10,is_parent,Business Services,86,nbnneighborhoodnetwork,2019-01-23 09:56:15
75,10,Clerical,18,nbnneighborhoodnetwork,2019-01-23 09:56:15
76,10,Computer Support,9,nbnneighborhoodnetwork,2019-01-23 09:56:15
77,10,Financial,13,nbnneighborhoodnetwork,2019-01-23 09:56:15
78,10,Legal,4,nbnneighborhoodnetwork,2019-01-23 09:56:15
79,10,Marketing,19,nbnneighborhoodnetwork,2019-01-23 09:56:15
81,10,Miscellaneous,8,nbnneighborhoodnetwork,2019-01-23 09:56:15
80,10,Research,15,nbnneighborhoodnetwork,2019-01-23 09:56:15
4,is_parent,Community Activities,273,nbnneighborhoodnetwork,2019-01-23 09:56:15
33,4,Clean-up / Recycling,27,nbnneighborhoodnetwork,2019-01-23 09:56:15
34,4,Community Service,57,nbnneighborhoodnetwork,2019-01-23 09:56:15
35,4,Fund-raising,32,nbnneighborhoodnetwork,2019-01-23 09:56:15
86,4,Group Projects,34,nbnneighborhoodnetwork,2019-01-23 09:56:15
36,4,Help Our TimeBank!,16,nbnneighborhoodnetwork,2019-01-23 09:56:15
39,4,Miscellaneous,19,nbnneighborhoodnetwork,2019-01-23 09:56:15
37,4,Special Projects,36,nbnneighborhoodnetwork,2019-01-23 09:56:15
38,4,Work For Social Change,52,nbnneighborhoodnetwork,2019-01-23 09:56:15
3,is_parent,Companionship,128,nbnneighborhoodnetwork,2019-01-23 09:56:15
26,3,Clubs,8,nbnneighborhoodnetwork,2019-01-23 09:56:15
27,3,Dining Out,22,nbnneighborhoodnetwork,2019-01-23 09:56:15
28,3,Email / IM,16,nbnneighborhoodnetwork,2019-01-23 09:56:15
29,3,Home Visits,26,nbnneighborhoodnetwork,2019-01-23 09:56:15
30,3,Medical Errands,13,nbnneighborhoodnetwork,2019-01-23 09:56:15
32,3,Miscellaneous,14,nbnneighborhoodnetwork,2019-01-23 09:56:15
31,3,Telephone Calls,29,nbnneighborhoodnetwork,2019-01-23 09:56:15
7,is_parent,Education,150,nbnneighborhoodnetwork,2019-01-23 09:56:15
54,7,Advocacy,26,nbnneighborhoodnetwork,2019-01-23 09:56:15
55,7,Classes / Workshops,34,nbnneighborhoodnetwork,2019-01-23 09:56:15
56,7,Computers / Technology,12,nbnneighborhoodnetwork,2019-01-23 09:56:15
57,7,Languages / Translation,11,nbnneighborhoodnetwork,2019-01-23 09:56:15
60,7,Miscellaneous,10,nbnneighborhoodnetwork,2019-01-23 09:56:15
58,7,Personal Finances,11,nbnneighborhoodnetwork,2019-01-23 09:56:15
59,7,Tutoring / Mentoring,46,nbnneighborhoodnetwork,2019-01-23 09:56:15
2,is_parent,Help At Home,108,nbnneighborhoodnetwork,2019-01-23 09:56:15
19,2,Child Care,24,nbnneighborhoodnetwork,2019-01-23 09:56:15
20,2,Cooking & Sewing,23,nbnneighborhoodnetwork,2019-01-23 09:56:15
21,2,Hair & Beauty,17,nbnneighborhoodnetwork,2019-01-23 09:56:15
22,2,Housekeeping / Chores,20,nbnneighborhoodnetwork,2019-01-23 09:56:15
25,2,Miscellaneous,7,nbnneighborhoodnetwork,2019-01-23 09:56:15
23,2,Pet Care,10,nbnneighborhoodnetwork,2019-01-23 09:56:15
24,2,Respite Care,7,nbnneighborhoodnetwork,2019-01-23 09:56:15
9,is_parent,Home,69,nbnneighborhoodnetwork,2019-01-23 09:56:15
68,9,Car Care,2,nbnneighborhoodnetwork,2019-01-23 09:56:15
69,9,Carpentry / Construction,9,nbnneighborhoodnetwork,2019-01-23 09:56:15
70,9,Electrical,3,nbnneighborhoodnetwork,2019-01-23 09:56:15
71,9,Garden & Yard Work,24,nbnneighborhoodnetwork,2019-01-23 09:56:15
74,9,Miscellaneous,8,nbnneighborhoodnetwork,2019-01-23 09:56:15
72,9,Painting,22,nbnneighborhoodnetwork,2019-01-23 09:56:15
73,9,Plumbing,1,nbnneighborhoodnetwork,2019-01-23 09:56:15
