cat_id,cat_parent,category,count_requests,timebank,timestamp
64,8,Lessons,1,stannsbay,2019-01-21 15:45:29
67,8,Miscellaneous,1,stannsbay,2019-01-21 15:45:29
10,is_parent,Business Services,0,stannsbay,2019-01-21 15:45:29
4,is_parent,Community Activities,2,stannsbay,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,stannsbay,2019-01-21 15:45:29
35,4,Fund-raising,1,stannsbay,2019-01-21 15:45:29
37,4,Special Projects,2,stannsbay,2019-01-21 15:45:29
3,is_parent,Companionship,7,stannsbay,2019-01-21 15:45:29
7,3,Dining Out,1,stannsbay,2019-01-21 15:45:29
9,3,Home Visits,3,stannsbay,2019-01-21 15:45:29
3,3,Miscellaneous,1,stannsbay,2019-01-21 15:45:29
31,3,Telephone Calls,2,stannsbay,2019-01-21 15:45:29
7,is_parent,Education,1,stannsbay,2019-01-21 15:45:29
55,7,Classes / Workshops,1,stannsbay,2019-01-21 15:45:29
57,7,Languages / Translation,1,stannsbay,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,startribehours,2019-01-21 15:45:29
10,is_parent,Business Services,0,startribehours,2019-01-21 15:45:29
4,is_parent,Community Activities,0,startribehours,2019-01-21 15:45:29
7,is_parent,Education,0,startribehours,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",20,stpete,2019-01-21 15:45:29
61,8,Classes,4,stpete,2019-01-21 15:45:29
6,8,Crafts,10,stpete,2019-01-21 15:45:29
63,8,Entertainment,3,stpete,2019-01-21 15:45:29
64,8,Lessons,1,stpete,2019-01-21 15:45:29
65,8,Photo & Video,2,stpete,2019-01-21 15:45:29
10,is_parent,Business Services,19,stpete,2019-01-21 15:45:29
87,10,Administration,9,stpete,2019-01-21 15:45:29
75,10,Clerical,1,stpete,2019-01-21 15:45:29
76,10,Computer Support,2,stpete,2019-01-21 15:45:29
77,10,Financial,1,stpete,2019-01-21 15:45:29
78,10,Legal,2,stpete,2019-01-21 15:45:29
79,10,Marketing,6,stpete,2019-01-21 15:45:29
103,10,Professional Services,1,stpete,2019-01-21 15:45:29
106,10,Promotion of Time Bank,1,stpete,2019-01-21 15:45:29
80,10,Research,4,stpete,2019-01-21 15:45:29
89,10,Social Media Marketing,2,stpete,2019-01-21 15:45:29
4,is_parent,Community Activities,52,stpete,2019-01-21 15:45:29
33,4,Clean-up / Recycling,11,stpete,2019-01-21 15:45:29
34,4,Community Service,10,stpete,2019-01-21 15:45:29
86,4,Group Projects,5,stpete,2019-01-21 15:45:29
36,4,Help Our TimeBank!,15,stpete,2019-01-21 15:45:29
91,4,Social Activities,9,stpete,2019-01-21 15:45:29
37,4,Special Projects,13,stpete,2019-01-21 15:45:29
38,4,Work For Social Change,12,stpete,2019-01-21 15:45:29
3,is_parent,Companionship,2,stpete,2019-01-21 15:45:29
7,3,Dining Out,1,stpete,2019-01-21 15:45:29
31,3,Telephone Calls,1,stpete,2019-01-21 15:45:29
7,is_parent,Education,9,stpete,2019-01-21 15:45:29
54,7,Advocacy,2,stpete,2019-01-21 15:45:29
55,7,Classes / Workshops,2,stpete,2019-01-21 15:45:29
56,7,Computers / Technology,2,stpete,2019-01-21 15:45:29
58,7,Personal Finances,1,stpete,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,5,stpete,2019-01-21 15:45:29
9,is_parent,For Rent,6,stpete,2019-01-21 15:45:29
94,9,Equipment Rental,3,stpete,2019-01-21 15:45:29
93,9,Room Rent,3,stpete,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,swel,2019-01-21 15:45:29
10,is_parent,Business Services,2,swel,2019-01-21 15:45:29
75,10,Clerical,1,swel,2019-01-21 15:45:29
76,10,Computer Support,1,swel,2019-01-21 15:45:29
80,10,Research,1,swel,2019-01-21 15:45:29
4,is_parent,Community Activities,3,swel,2019-01-21 15:45:29
34,4,Community Service,2,swel,2019-01-21 15:45:29
36,4,Help Our TimeBank!,1,swel,2019-01-21 15:45:29
3,is_parent,Companionship,1,swel,2019-01-21 15:45:29
3,3,Miscellaneous,1,swel,2019-01-21 15:45:29
7,is_parent,Education,2,swel,2019-01-21 15:45:29
56,7,Computers / Technology,2,swel,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,takomatime,2019-01-21 15:45:29
10,is_parent,Business Services,0,takomatime,2019-01-21 15:45:29
4,is_parent,Community Activities,2,takomatime,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,takomatime,2019-01-21 15:45:29
3,is_parent,Companionship,1,takomatime,2019-01-21 15:45:29
9,3,Home Visits,1,takomatime,2019-01-21 15:45:29
7,is_parent,Education,0,takomatime,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",2,taneycounty,2019-01-21 15:45:29
61,8,Classes,1,taneycounty,2019-01-21 15:45:29
64,8,Lessons,1,taneycounty,2019-01-21 15:45:29
10,is_parent,Business Services,1,taneycounty,2019-01-21 15:45:29
75,10,Clerical,1,taneycounty,2019-01-21 15:45:29
4,is_parent,Community Activities,1,taneycounty,2019-01-21 15:45:29
86,4,Group Projects,1,taneycounty,2019-01-21 15:45:29
3,is_parent,Companionship,0,taneycounty,2019-01-21 15:45:29
7,is_parent,Education,2,taneycounty,2019-01-21 15:45:29
55,7,Classes / Workshops,1,taneycounty,2019-01-21 15:45:29
60,7,Miscellaneous,1,taneycounty,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",5,taranaki,2019-01-21 15:45:29
6,8,Art & Crafts,2,taranaki,2019-01-21 15:45:29
13,8,Cooking,2,taranaki,2019-01-21 15:45:29
67,8,Miscellaneous,2,taranaki,2019-01-21 15:45:29
10,is_parent,Business Services,4,taranaki,2019-01-21 15:45:29
75,10,Clerical,1,taranaki,2019-01-21 15:45:29
79,10,Marketing,1,taranaki,2019-01-21 15:45:29
81,10,Miscellaneous,2,taranaki,2019-01-21 15:45:29
4,is_parent,Community Activities,9,taranaki,2019-01-21 15:45:29
33,4,Clean-up / Recycling,2,taranaki,2019-01-21 15:45:29
86,4,Community Projects,1,taranaki,2019-01-21 15:45:29
34,4,Community Service,2,taranaki,2019-01-21 15:45:29
39,4,Miscellaneous,3,taranaki,2019-01-21 15:45:29
88,4,Radio Show @ Access Radio,1,taranaki,2019-01-21 15:45:29
3,is_parent,Companionship,0,taranaki,2019-01-21 15:45:29
7,is_parent,Education,2,taranaki,2019-01-21 15:45:29
56,7,Computers / Technology,2,taranaki,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tb13069,2019-01-21 15:45:29
10,is_parent,Business Services,0,tb13069,2019-01-21 15:45:29
4,is_parent,Community Activities,0,tb13069,2019-01-21 15:45:29
3,is_parent,Companionship,0,tb13069,2019-01-21 15:45:29
7,is_parent,Education,0,tb13069,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tbfredericton,2019-01-21 15:45:29
10,is_parent,Business Services,0,tbfredericton,2019-01-21 15:45:29
4,is_parent,Community Activities,0,tbfredericton,2019-01-21 15:45:29
3,is_parent,Companionship,0,tbfredericton,2019-01-21 15:45:29
7,is_parent,Education,0,tbfredericton,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tbhawaii,2019-01-21 15:45:29
10,is_parent,Business Services,0,tbhawaii,2019-01-21 15:45:29
4,is_parent,Community Activities,0,tbhawaii,2019-01-21 15:45:29
3,is_parent,Companionship,0,tbhawaii,2019-01-21 15:45:29
7,is_parent,Education,0,tbhawaii,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",2,tdn,2019-01-21 15:45:29
6,8,Crafts,1,tdn,2019-01-21 15:45:29
66,8,Theater,1,tdn,2019-01-21 15:45:29
10,is_parent,Business Services,14,tdn,2019-01-21 15:45:29
75,10,Clerical,7,tdn,2019-01-21 15:45:29
76,10,Computer Support,2,tdn,2019-01-21 15:45:29
77,10,Financial,1,tdn,2019-01-21 15:45:29
79,10,Marketing,3,tdn,2019-01-21 15:45:29
81,10,Miscellaneous,1,tdn,2019-01-21 15:45:29
4,is_parent,Community Activities,12,tdn,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,tdn,2019-01-21 15:45:29
39,4,Miscellaneous,2,tdn,2019-01-21 15:45:29
37,4,Special Projects,8,tdn,2019-01-21 15:45:29
38,4,Work For Social Change,2,tdn,2019-01-21 15:45:29
3,is_parent,Companionship,1,tdn,2019-01-21 15:45:29
9,3,Home Visits,1,tdn,2019-01-21 15:45:29
7,is_parent,Education,5,tdn,2019-01-21 15:45:29
55,7,Classes / Workshops,1,tdn,2019-01-21 15:45:29
56,7,Computers / Technology,1,tdn,2019-01-21 15:45:29
57,7,Languages / Translation,2,tdn,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,tdn,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,test-launch-2018-07-28-2058,2019-01-21 15:45:29
10,is_parent,Business Services,0,test-launch-2018-07-28-2058,2019-01-21 15:45:29
4,is_parent,Community Activities,0,test-launch-2018-07-28-2058,2019-01-21 15:45:29
3,is_parent,Companionship,0,test-launch-2018-07-28-2058,2019-01-21 15:45:29
7,is_parent,Education,0,test-launch-2018-07-28-2058,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,thecommunityproject,2019-01-21 15:45:29
10,is_parent,Business Services,0,thecommunityproject,2019-01-21 15:45:29
4,is_parent,Community Activities,0,thecommunityproject,2019-01-21 15:45:29
3,is_parent,Companionship,0,thecommunityproject,2019-01-21 15:45:29
7,is_parent,Education,1,thecommunityproject,2019-01-21 15:45:29
56,7,Computers / Technology,1,thecommunityproject,2019-01-21 15:45:29
60,7,Miscellaneous,1,thecommunityproject,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,theneighborhoodvillage,2019-01-21 15:45:29
10,is_parent,Business Services,0,theneighborhoodvillage,2019-01-21 15:45:29
4,is_parent,Community Activities,0,theneighborhoodvillage,2019-01-21 15:45:29
3,is_parent,Companionship,0,theneighborhoodvillage,2019-01-21 15:45:29
7,is_parent,Education,0,theneighborhoodvillage,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",3,tierrasanta,2019-01-21 15:45:29
64,8,Lessons,1,tierrasanta,2019-01-21 15:45:29
65,8,Photo & Video,2,tierrasanta,2019-01-21 15:45:29
10,is_parent,Business Services,4,tierrasanta,2019-01-21 15:45:29
76,10,Computer Support,4,tierrasanta,2019-01-21 15:45:29
4,is_parent,Community Activities,1,tierrasanta,2019-01-21 15:45:29
39,4,Miscellaneous,1,tierrasanta,2019-01-21 15:45:29
3,is_parent,Companionship,1,tierrasanta,2019-01-21 15:45:29
7,3,Dining Out,1,tierrasanta,2019-01-21 15:45:29
7,is_parent,Education,11,tierrasanta,2019-01-21 15:45:29
56,7,Computers / Technology,7,tierrasanta,2019-01-21 15:45:29
57,7,Languages / Translation,1,tierrasanta,2019-01-21 15:45:29
60,7,Miscellaneous,3,tierrasanta,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,tierrasanta,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,timeforall,2019-01-21 15:45:29
10,is_parent,Business Services,0,timeforall,2019-01-21 15:45:29
4,is_parent,Community Activities,4,timeforall,2019-01-21 15:45:29
159,4,Group Projects,1,timeforall,2019-01-21 15:45:29
36,4,Help Our TimeBank!,3,timeforall,2019-01-21 15:45:29
39,4,Miscellaneous,1,timeforall,2019-01-21 15:45:29
38,4,Work For Social Change,3,timeforall,2019-01-21 15:45:29
3,is_parent,Companionship,1,timeforall,2019-01-21 15:45:29
31,3,Telephone Calls,1,timeforall,2019-01-21 15:45:29
7,is_parent,Education,0,timeforall,2019-01-21 15:45:29
9,is_parent,Home,0,timeforall,2019-01-21 15:45:29
11,is_parent,Misc. (Not Above),0,timeforall,2019-01-21 15:45:29
6,is_parent,Recreation,0,timeforall,2019-01-21 15:45:29
153,is_parent,TimeBanking Network,6,timeforall,2019-01-21 15:45:29
154,153,Communications,6,timeforall,2019-01-21 15:45:29
156,is_parent,TimeBanking Software,4,timeforall,2019-01-21 15:45:29
158,156,Community Weaver,4,timeforall,2019-01-21 15:45:29
1,is_parent,Transportation,0,timeforall,2019-01-21 15:45:29
161,is_parent,Travel,0,timeforall,2019-01-21 15:45:29
5,is_parent,Wellness,0,timeforall,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,timetradersnorth,2019-01-21 15:45:29
10,is_parent,Business Services,0,timetradersnorth,2019-01-21 15:45:29
4,is_parent,Community Activities,1,timetradersnorth,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,timetradersnorth,2019-01-21 15:45:29
3,is_parent,Companionship,0,timetradersnorth,2019-01-21 15:45:29
7,is_parent,Education,1,timetradersnorth,2019-01-21 15:45:29
56,7,Computers / Technology,1,timetradersnorth,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tlv,2019-01-21 15:45:29
10,is_parent,Business Services,1,tlv,2019-01-21 15:45:29
79,10,Marketing,1,tlv,2019-01-21 15:45:29
4,is_parent,Community Activities,2,tlv,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,tlv,2019-01-21 15:45:29
3,is_parent,Companionship,0,tlv,2019-01-21 15:45:29
7,is_parent,Education,0,tlv,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,togetherwecan,2019-01-21 15:45:29
10,is_parent,Business Services,0,togetherwecan,2019-01-21 15:45:29
4,is_parent,Community Activities,5,togetherwecan,2019-01-21 15:45:29
34,4,Community Service,5,togetherwecan,2019-01-21 15:45:29
86,4,Group Projects,4,togetherwecan,2019-01-21 15:45:29
38,4,Work For Social Change,3,togetherwecan,2019-01-21 15:45:29
3,is_parent,Companionship,0,togetherwecan,2019-01-21 15:45:29
7,is_parent,Education,0,togetherwecan,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tops,2019-01-21 15:45:29
1,is_parent,Board Volunteer Work,0,tops,2019-01-21 15:45:29
10,is_parent,Business Services,1,tops,2019-01-21 15:45:29
78,10,Legal,1,tops,2019-01-21 15:45:29
4,is_parent,Community Activities,1,tops,2019-01-21 15:45:29
36,4,Help Our TimeBank!,1,tops,2019-01-21 15:45:29
37,4,Special Projects,1,tops,2019-01-21 15:45:29
3,is_parent,Companionship,0,tops,2019-01-21 15:45:29
7,is_parent,Education,0,tops,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,tullyarea,2019-01-21 15:45:29
10,is_parent,Business Services,0,tullyarea,2019-01-21 15:45:29
4,is_parent,Community Activities,0,tullyarea,2019-01-21 15:45:29
3,is_parent,Companionship,0,tullyarea,2019-01-21 15:45:29
7,is_parent,Education,0,tullyarea,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,ubuntu,2019-01-21 15:45:29
10,is_parent,Business Services,0,ubuntu,2019-01-21 15:45:29
4,is_parent,Community Activities,0,ubuntu,2019-01-21 15:45:29
3,is_parent,Companionship,0,ubuntu,2019-01-21 15:45:29
7,is_parent,Education,0,ubuntu,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,udc,2019-01-21 15:45:29
10,is_parent,Business Services,0,udc,2019-01-21 15:45:29
4,is_parent,Community Activities,0,udc,2019-01-21 15:45:29
3,is_parent,Companionship,0,udc,2019-01-21 15:45:29
7,is_parent,Education,0,udc,2019-01-21 15:45:29
8,is_parent,Arts,3,ujimaboston,2019-01-21 15:45:29
11,8,Art,1,ujimaboston,2019-01-21 15:45:29
9,8,Fiber Arts,1,ujimaboston,2019-01-21 15:45:29
64,8,Lessons,1,ujimaboston,2019-01-21 15:45:29
95,8,Music,1,ujimaboston,2019-01-21 15:45:29
87,is_parent,Balance Transfer,0,ujimaboston,2019-01-21 15:45:29
4,is_parent,Community Activities,0,ujimaboston,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",6,unityexchange,2019-01-21 15:45:29
61,8,Classes,2,unityexchange,2019-01-21 15:45:29
6,8,Crafts,4,unityexchange,2019-01-21 15:45:29
64,8,Lessons,3,unityexchange,2019-01-21 15:45:29
65,8,Photo & Video,1,unityexchange,2019-01-21 15:45:29
10,is_parent,Business Services,2,unityexchange,2019-01-21 15:45:29
76,10,Computer Support,1,unityexchange,2019-01-21 15:45:29
79,10,Marketing,1,unityexchange,2019-01-21 15:45:29
4,is_parent,Community Activities,11,unityexchange,2019-01-21 15:45:29
33,4,Clean-up / Recycling,2,unityexchange,2019-01-21 15:45:29
34,4,Community Service,3,unityexchange,2019-01-21 15:45:29
35,4,Fund-raising,2,unityexchange,2019-01-21 15:45:29
86,4,Group Projects,3,unityexchange,2019-01-21 15:45:29
36,4,Help Our TimeBank!,1,unityexchange,2019-01-21 15:45:29
37,4,Special Projects,3,unityexchange,2019-01-21 15:45:29
38,4,Work For Social Change,1,unityexchange,2019-01-21 15:45:29
3,is_parent,Companionship,0,unityexchange,2019-01-21 15:45:29
7,is_parent,Education,1,unityexchange,2019-01-21 15:45:29
55,7,Classes / Workshops,1,unityexchange,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,upperhutt,2019-01-21 15:45:29
65,8,Photo & Video,1,upperhutt,2019-01-21 15:45:29
10,is_parent,Business Services,2,upperhutt,2019-01-21 15:45:29
75,10,Clerical,1,upperhutt,2019-01-21 15:45:29
77,10,Financial,1,upperhutt,2019-01-21 15:45:29
4,is_parent,Community Activities,0,upperhutt,2019-01-21 15:45:29
3,is_parent,Companionship,0,upperhutt,2019-01-21 15:45:29
7,is_parent,Education,1,upperhutt,2019-01-21 15:45:29
56,7,Computers / Technology,1,upperhutt,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,uva,2019-01-21 15:45:29
10,is_parent,Business Services,0,uva,2019-01-21 15:45:29
4,is_parent,Community Activities,0,uva,2019-01-21 15:45:29
3,is_parent,Companionship,0,uva,2019-01-21 15:45:29
7,is_parent,Education,0,uva,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,villagece,2019-01-21 15:45:29
10,is_parent,Business Services,0,villagece,2019-01-21 15:45:29
4,is_parent,Community Activities,0,villagece,2019-01-21 15:45:29
3,is_parent,Companionship,0,villagece,2019-01-21 15:45:29
7,is_parent,Education,0,villagece,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,waikato,2019-01-21 15:45:29
10,is_parent,Business Services,0,waikato,2019-01-21 15:45:29
4,is_parent,Community Activities,1,waikato,2019-01-21 15:45:29
39,4,Miscellaneous,1,waikato,2019-01-21 15:45:29
3,is_parent,Companionship,0,waikato,2019-01-21 15:45:29
7,is_parent,Education,1,waikato,2019-01-21 15:45:29
60,7,Miscellaneous,1,waikato,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,waimakariri,2019-01-21 15:45:29
64,8,Lessons,1,waimakariri,2019-01-21 15:45:29
10,is_parent,Business Services,0,waimakariri,2019-01-21 15:45:29
4,is_parent,Community Activities,0,waimakariri,2019-01-21 15:45:29
3,is_parent,Companionship,0,waimakariri,2019-01-21 15:45:29
7,is_parent,Education,1,waimakariri,2019-01-21 15:45:29
57,7,Languages / Translation,1,waimakariri,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",3,wairarapa,2019-01-21 15:45:29
61,8,Classes,1,wairarapa,2019-01-21 15:45:29
63,8,Entertainment,1,wairarapa,2019-01-21 15:45:29
64,8,Lessons,2,wairarapa,2019-01-21 15:45:29
65,8,Photo & Video,1,wairarapa,2019-01-21 15:45:29
10,is_parent,Business Services,4,wairarapa,2019-01-21 15:45:29
75,10,Clerical,2,wairarapa,2019-01-21 15:45:29
76,10,Computer Support,2,wairarapa,2019-01-21 15:45:29
77,10,Financial,1,wairarapa,2019-01-21 15:45:29
81,10,Miscellaneous,1,wairarapa,2019-01-21 15:45:29
4,is_parent,Community Activities,8,wairarapa,2019-01-21 15:45:29
35,4,Fund-raising,1,wairarapa,2019-01-21 15:45:29
86,4,Group Projects,8,wairarapa,2019-01-21 15:45:29
37,4,Special Projects,4,wairarapa,2019-01-21 15:45:29
3,is_parent,Companionship,0,wairarapa,2019-01-21 15:45:29
7,is_parent,Education,0,wairarapa,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,waitaki,2019-01-21 15:45:29
10,is_parent,Business Services,0,waitaki,2019-01-21 15:45:29
4,is_parent,Community Activities,0,waitaki,2019-01-21 15:45:29
3,is_parent,Companionship,0,waitaki,2019-01-21 15:45:29
7,is_parent,Education,0,waitaki,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,wanaka,2019-01-21 15:45:29
10,is_parent,Business Services,0,wanaka,2019-01-21 15:45:29
4,is_parent,Community Activities,0,wanaka,2019-01-21 15:45:29
3,is_parent,Companionship,0,wanaka,2019-01-21 15:45:29
7,is_parent,Education,0,wanaka,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,washingtoncountywi,2019-01-21 15:45:29
10,is_parent,Business Services,0,washingtoncountywi,2019-01-21 15:45:29
4,is_parent,Community Activities,3,washingtoncountywi,2019-01-21 15:45:29
34,4,Community Service,1,washingtoncountywi,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,washingtoncountywi,2019-01-21 15:45:29
37,4,Special Projects,1,washingtoncountywi,2019-01-21 15:45:29
38,4,Work For Social Change,1,washingtoncountywi,2019-01-21 15:45:29
3,is_parent,Companionship,1,washingtoncountywi,2019-01-21 15:45:29
7,3,Dining Out,1,washingtoncountywi,2019-01-21 15:45:29
7,is_parent,Education,0,washingtoncountywi,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,wecompassionatecommunity,2019-01-21 15:45:29
10,is_parent,Business Services,0,wecompassionatecommunity,2019-01-21 15:45:29
4,is_parent,Community Activities,0,wecompassionatecommunity,2019-01-21 15:45:29
3,is_parent,Companionship,0,wecompassionatecommunity,2019-01-21 15:45:29
7,is_parent,Education,0,wecompassionatecommunity,2019-01-21 15:45:29
87,is_parent,Friendly Visit,0,wecompassionatecommunity,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",19,wellingtonsouth,2019-01-21 15:45:29
61,8,Classes,2,wellingtonsouth,2019-01-21 15:45:29
6,8,Crafts,6,wellingtonsouth,2019-01-21 15:45:29
64,8,Lessons,4,wellingtonsouth,2019-01-21 15:45:29
67,8,Miscellaneous,8,wellingtonsouth,2019-01-21 15:45:29
65,8,Photo & Video,4,wellingtonsouth,2019-01-21 15:45:29
10,is_parent,Business Services,9,wellingtonsouth,2019-01-21 15:45:29
76,10,Computer Support,3,wellingtonsouth,2019-01-21 15:45:29
89,10,Graphic Design,2,wellingtonsouth,2019-01-21 15:45:29
78,10,Legal,1,wellingtonsouth,2019-01-21 15:45:29
79,10,Marketing,4,wellingtonsouth,2019-01-21 15:45:29
81,10,Miscellaneous,4,wellingtonsouth,2019-01-21 15:45:29
80,10,Research,1,wellingtonsouth,2019-01-21 15:45:29
4,is_parent,Community Activities,17,wellingtonsouth,2019-01-21 15:45:29
34,4,Community Service,5,wellingtonsouth,2019-01-21 15:45:29
86,4,Group Projects,3,wellingtonsouth,2019-01-21 15:45:29
36,4,Help Our TimeBank!,4,wellingtonsouth,2019-01-21 15:45:29
39,4,Miscellaneous,4,wellingtonsouth,2019-01-21 15:45:29
37,4,Special Projects,9,wellingtonsouth,2019-01-21 15:45:29
38,4,Work For Social Change,2,wellingtonsouth,2019-01-21 15:45:29
3,is_parent,Companionship,3,wellingtonsouth,2019-01-21 15:45:29
9,3,Home Visits,1,wellingtonsouth,2019-01-21 15:45:29
3,3,Miscellaneous,2,wellingtonsouth,2019-01-21 15:45:29
7,is_parent,Education,10,wellingtonsouth,2019-01-21 15:45:29
55,7,Classes / Workshops,1,wellingtonsouth,2019-01-21 15:45:29
56,7,Computers / Technology,2,wellingtonsouth,2019-01-21 15:45:29
57,7,Languages / Translation,1,wellingtonsouth,2019-01-21 15:45:29
60,7,Miscellaneous,3,wellingtonsouth,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,3,wellingtonsouth,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,westmilford,2019-01-21 15:45:29
10,is_parent,Business Services,0,westmilford,2019-01-21 15:45:29
4,is_parent,Community Activities,0,westmilford,2019-01-21 15:45:29
3,is_parent,Companionship,0,westmilford,2019-01-21 15:45:29
7,is_parent,Education,0,westmilford,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,westprairievillage,2019-01-21 15:45:29
64,8,Lessons,1,westprairievillage,2019-01-21 15:45:29
10,is_parent,Business Services,0,westprairievillage,2019-01-21 15:45:29
4,is_parent,Community Activities,0,westprairievillage,2019-01-21 15:45:29
3,is_parent,Companionship,0,westprairievillage,2019-01-21 15:45:29
7,is_parent,Education,0,westprairievillage,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",10,westseattle,2019-01-21 15:45:29
61,8,Classes,1,westseattle,2019-01-21 15:45:29
6,8,Crafts,5,westseattle,2019-01-21 15:45:29
64,8,Lessons,3,westseattle,2019-01-21 15:45:29
67,8,Miscellaneous,1,westseattle,2019-01-21 15:45:29
10,is_parent,Business Services,15,westseattle,2019-01-21 15:45:29
75,10,Clerical,6,westseattle,2019-01-21 15:45:29
76,10,Computer Support,6,westseattle,2019-01-21 15:45:29
77,10,Financial,2,westseattle,2019-01-21 15:45:29
79,10,Marketing,2,westseattle,2019-01-21 15:45:29
81,10,Miscellaneous,1,westseattle,2019-01-21 15:45:29
80,10,Research,2,westseattle,2019-01-21 15:45:29
4,is_parent,Community Activities,25,westseattle,2019-01-21 15:45:29
34,4,Community Service,14,westseattle,2019-01-21 15:45:29
86,4,Group Projects,5,westseattle,2019-01-21 15:45:29
36,4,Help Our TimeBank!,5,westseattle,2019-01-21 15:45:29
39,4,Miscellaneous,3,westseattle,2019-01-21 15:45:29
37,4,Special Projects,7,westseattle,2019-01-21 15:45:29
38,4,Work For Social Change,2,westseattle,2019-01-21 15:45:29
3,is_parent,Companionship,1,westseattle,2019-01-21 15:45:29
9,3,Home Visits,1,westseattle,2019-01-21 15:45:29
7,is_parent,Education,11,westseattle,2019-01-21 15:45:29
54,7,Advocacy,2,westseattle,2019-01-21 15:45:29
55,7,Classes / Workshops,2,westseattle,2019-01-21 15:45:29
56,7,Computers / Technology,3,westseattle,2019-01-21 15:45:29
57,7,Languages / Translation,4,westseattle,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,5,westseattle,2019-01-21 15:45:29
104,is_parent,Marketing,0,wncw,2019-01-21 15:45:29
10,is_parent,Publishing,0,wncw,2019-01-21 15:45:29
87,is_parent,Writers Services,0,wncw,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,york,2019-01-21 15:45:29
104,8,Sewing & Costuming,1,york,2019-01-21 15:45:29
10,is_parent,Business Services,1,york,2019-01-21 15:45:29
75,10,"Clerical, administrative, etc",1,york,2019-01-21 15:45:29
4,is_parent,"Community Activities (see Teams and/or York Community Groups, Pr",0,york,2019-01-21 15:45:29
3,is_parent,Companionship,0,york,2019-01-21 15:45:29
7,is_parent,Education,0,york,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,addington,2019-01-22 09:46:00
6,8,Crafts,1,addington,2019-01-22 09:46:00
64,8,Lessons,1,addington,2019-01-22 09:46:00
10,is_parent,Business Services,1,addington,2019-01-22 09:46:00
75,10,Clerical,1,addington,2019-01-22 09:46:00
81,10,Miscellaneous,1,addington,2019-01-22 09:46:00
4,is_parent,Community Activities,2,addington,2019-01-22 09:46:00
34,4,Community Service,1,addington,2019-01-22 09:46:00
39,4,Miscellaneous,1,addington,2019-01-22 09:46:00
38,4,Work For Social Change,1,addington,2019-01-22 09:46:00
